y',y'',y''
[0.09175613],[0.05599319],[0.25575394]
[0.09073589],[0.05558904],[0.25399263]
[0.08974687],[0.05519146],[0.25225341]
[0.08878651],[0.05480007],[0.25053618]
[0.08785259],[0.05441461],[0.24883978]
[0.0869432],[0.05403455],[0.24716393]
[0.08605666],[0.05365984],[0.24550705]
[0.0851915],[0.05329019],[0.24386897]
[0.08434642],[0.05292536],[0.24224941]
[0.08352025],[0.05256517],[0.24064762]
[0.08271196],[0.05220944],[0.23906315]
[0.08192062],[0.051858],[0.23749554]
[0.08114539],[0.05151073],[0.23594436]
[0.0803855],[0.05116747],[0.23440922]
[0.07964026],[0.05082811],[0.23288976]
[0.07890902],[0.05049254],[0.23138563]
[0.07819121],[0.05016064],[0.2298965]
[0.07748629],[0.04983233],[0.22842207]
[0.07679375],[0.04950751],[0.22696206]
[0.07611315],[0.0491861],[0.22551619]
[0.07544405],[0.04886801],[0.22408418]
