y',y'',y''
[0.12016552],[0.06429094],[0.29730261]
[0.11849538],[0.06383209],[0.29524285]
[0.11690247],[0.0633806],[0.29320715]
[0.11537793],[0.06293609],[0.29119606]
[0.11391443],[0.06249823],[0.28920871]
[0.11250588],[0.06206667],[0.28724458]
[0.11114712],[0.06164113],[0.28530312]
[0.10983378],[0.06122141],[0.28338372]
[0.1085621],[0.06080701],[0.28148623]
[0.10732882],[0.06039795],[0.27960913]
[0.10613113],[0.05999394],[0.2777528]
[0.10496652],[0.05959479],[0.27591647]
[0.10383282],[0.05920033],[0.27409965]
[0.10272808],[0.0588104],[0.27230188]
[0.10165056],[0.05842484],[0.27052274]
[0.10059872],[0.05804353],[0.26876181]
[0.09957114],[0.05766634],[0.26701871]
[0.09856657],[0.05729316],[0.26529306]
[0.09758385],[0.05692388],[0.26358452]
[0.09662194],[0.0565584],[0.26189275]
[0.09567988],[0.05619663],[0.26021743]
