Th,P1,m.,m.cw,W_net,Q_in,Q_out per unit mass,Q_out_steam,thermal eff,BWR,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,y',y'',y'''
773,20,57.99957797479258,122.7950365292315,1379.3203811718959,2826.135973622374,-285.7607352167079,-16574.002044335502,0.4880587466582383,-81.81074584290397,[3467.94732457],[3382.92336085],[3473.38891038],[3354.72134671],[3478.78951429],[3281.8336408],[3484.14949447],[2407.61828997],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024],[335.00636612],[525.08141346],[0.0568024],[0.04039772],[0.17599105]
783,20,57.62202874109812,122.7950365292315,1388.3579205350175,2848.212225192545,-284.0561248902741,-16367.89019251233,0.48744890154425263,-80.02720604385549,[3490.02357614],[3403.82473255],[3495.27604615],[3374.98862658],[3500.49150043],[3300.86806145],[3505.67026466],[2417.89991435],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024],[335.00636612],[525.08141346],[0.05633847],[0.0401326],[0.17487268]
793,20,57.25359467533983,122.7950365292315,1397.2921779609667,2870.3203027262107,-282.3396404937689,-16164.95933761141,0.4868070565622339,-78.41805564407967,[3512.13165367],[3424.75999541],[3517.20490502],[3395.29925829],[3522.2446943],[3319.95503526],[3527.2512802],[2428.10504569],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024],[335.00636612],[525.08141346],[0.05588132],[0.03987025],[0.17376495]
803,20,56.89383486796101,122.7950365292315,1406.127749793342,2892.4630593692727,-280.6114319470598,-15965.0604712581,0.48613507620732094,-76.96037482728693,[3534.27441031],[3445.73186006],[3539.17762091],[3415.65551483],[3544.05053473],[3339.0958612],[3548.89335528],[2438.23684642],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024],[335.00636612],[525.08141346],[0.05543075],[0.03961062],[0.17266767]
813,20,56.54233983644703,122.7950365292315,1414.8689324036823,2914.64309882375,-278.87164563963915,-15768.055358505708,0.4854347117061005,-75.63493414268702,[3556.45444977],[3466.74279811],[3561.19613325],[3436.05920745],[3565.91034548],[3358.29173532],[3570.59724444],[2448.29827631],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024],[335.00636612],[525.08141346],[0.05498657],[0.03935364],[0.17158067]
823,20,56.198729762270624,122.7950365292315,1423.5197190116655,2936.8628015675104,-277.1204242203571,-15573.815832365644,0.4847075996372324,-74.42557755207274,[3578.67415251],[3487.79476487],[3583.26222097],[3456.51199702],[3587.82534563],[3377.54376016],[3592.36364692],[2458.29211097],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024],[335.00636612],[525.08141346],[0.0545486],[0.03909925],[0.17050376]
833,20,55.862647550457936,122.7950365292315,1432.0839327878257,2959.1243646623207,-275.35791594591046,-15382.222208715017,0.4839553044440048,-73.31889722482805,[3600.93571561],[3508.89079458],[3605.37751782],[3477.01540878],[3609.7966587],[3396.85295276],[3614.19321054],[2468.22107918],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024],[335.00636612],[525.08141346],[0.05411666],[0.03884741],[0.16943678]
843,20,55.53377479681201,122.7950365292315,1440.5647786901839,2981.4297500195717,-273.5842557685528,-15193.166447804228,0.48317917894283013,-72.30328092450281,[3623.24110096],[3530.03176578],[3627.54352572],[3497.57084537],[3631.82532055],[3416.2202518],[3636.08653497],[2478.08737632],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024],[335.00636612],[525.08141346],[0.05369061],[0.03859806],[0.16837957]
853,20,55.2117995003695,122.7950365292315,1448.965632780446,3003.7808133642457,-271.7995851061405,-15006.544197163847,0.48238061390291626,-71.36889443247196,[3645.59216431],[3551.21978214],[3649.76162643],[3518.17959726],[3653.91228631],[3435.64652368],[3658.04417468],[2487.89345601],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024],[335.00636612],[525.08141346],[0.05327029],[0.03835116],[0.16733198]
863,20,54.89643529303797,122.7950365292315,1457.2895229527899,3026.1792410884855,-270.0040420443256,-14822.259422945024,0.48156087490330474,-70.50727720040322,[3667.99059203],[3572.4564442],[3672.0330918],[3538.84285222],[3676.05843654],[3455.13256841],[3680.06664155],[2497.64150157],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024],[335.00636612],[525.08141346],[0.05285556],[0.03810667],[0.16629385]
873,20,54.587414088501085,122.7950365292315,1465.5392884209202,3048.6265839521557,-268.1977625267973,-14640.222320659763,0.480721153628804,-69.71111456827052,[3690.4379349],[3593.74322347],[3694.35909277],[3559.56170375],[3698.26458264],[3474.67912306],[3702.1544071],[2507.33357672],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024],[335.00636612],[525.08141346],[0.05244628],[0.03786454],[0.16526506]
