Th,p1,m_dot,W_net,Q_out_unitmass,thermal_eff
673,60,98.68876237076425,810.6292761018487,-432.8067146693097,0.34780319422344236
683,60,96.95783574394886,825.1009254297717,-432.25638482477643,0.3501840228343698
693,60,95.34398388563793,839.0670993563417,-431.6673948801604,0.3523479791681011
703,60,93.83324489833076,852.5762919813844,-431.03826089979657,0.3543163100682883
713,60,92.41325796420146,865.6766546526253,-430.3727858379866,0.356109962801209
723,60,91.07385450495465,878.4079737796515,-429.67273278520815,0.35774622356850094
733,60,89.80702189378873,890.7989410294987,-428.93800734401475,0.3592377107163714
743,60,88.60467255907525,902.8869210781376,-428.17419441689026,0.3606004253268892
753,60,87.46101825245735,914.6932153142669,-427.38029387369215,0.36184374730359714
763,60,86.3708408144679,926.2385226959522,-426.5563794614436,0.36297675959444403
773,60,85.32939694518308,937.5432484468774,-425.7041056696712,0.3640083428228974
783,60,84.33260049634502,948.624844119057,-424.8245265016467,0.3649461293557658
793,60,83.37687298202238,959.4986851719602,-423.918470764233,0.3657968679395545
803,60,82.45905435877731,970.1784797570194,-422.98669946284554,0.3665665955223353
813,60,81.57633704007449,980.6765405597936,-422.02991508620426,0.3672607519065334
823,60,80.72621618537488,991.003961046468,-421.04876915482146,0.36788425556226206
833,60,79.9064476666259,1001.1707732743221,-420.04386852440666,0.36844157091842805
843,60,79.11501291084696,1011.186082850676,-419.015781097266,0.3689367656770064
853,60,78.35008974654482,1021.0581794965709,-417.9650403123828,0.36937355789751536
863,60,77.61002756078281,1030.7946345895239,-416.8921490005928,0.36975535729978665
873,60,76.89332626501586,1040.402384522642,-415.79758345660593,0.37008530051656313
