y',y'',y''
[0.14089145],[0.0683036],[0.31796038]
[0.13859947],[0.06784942],[0.31581139]
[0.13644316],[0.06739903],[0.31367817]
[0.13440381],[0.06695284],[0.3115636]
[0.13246651],[0.06651109],[0.30946841]
[0.13061918],[0.06607386],[0.30739329]
[0.12885187],[0.06564117],[0.30533856]
[0.12715628],[0.065213],[0.30330435]
[0.12552547],[0.06478928],[0.30129061]
[0.12395351],[0.06436996],[0.2992976]
[0.12243536],[0.06395493],[0.29732393]
[0.12096664],[0.06354411],[0.29537051]
[0.11954355],[0.06313741],[0.29343666]
[0.11816277],[0.06273475],[0.29152207]
[0.11682138],[0.06233602],[0.28962644]
[0.11551679],[0.06194115],[0.28774944]
[0.11424668],[0.06155006],[0.28589076]
[0.113009],[0.06116267],[0.2840501]
[0.11180189],[0.0607789],[0.28222713]
[0.11062367],[0.06039868],[0.28042158]
[0.10947284],[0.06002195],[0.27863316]
