Th,P1,m.,m.cw,W_net,Q_in,Q_out per unit mass,Q_out_steam,thermal eff,BWR,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,y',y'',y'''
773,80,101.02531496092968,81.94921990284097,791.8807284188031,2487.3336836008684,-458.8214537714907,-46352.581878096484,0.3183652976035011,-119.22383864216916,[3399.15741619],[3318.16839988],[3422.78207586],[3308.11480318],[3445.69169151],[3252.55598597],[3467.91245312],[2218.99156756],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.10613113],[0.05999394],[0.2777528]
783,80,99.49604525178508,81.94921990284097,804.052058527067,2512.0274647208034,-458.348535917617,-45603.86667074866,0.32008091862818566,-97.69470307886229,[3423.85119731],[3341.51469821],[3446.5291421],[3330.06859406],[3468.56862088],[3272.57836902],[3489.98992508],[2230.23297661],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.10496652],[0.05959479],[0.27591647]
793,80,98.04523696219341,81.94921990284097,815.9498867940753,2536.5933916446,-457.8390300489309,-44888.93619168822,0.3216715337514359,-83.79665143510108,[3448.41712423],[3364.74455013],[3470.21068417],[3351.96754735],[3491.43284378],[3292.59799768],[3512.09915826],[2241.32947641],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.10383282],[0.05920033],[0.27409965]
803,80,96.66569555213296,81.94921990284097,827.5945209213857,2561.0486928538357,-457.2943483517165,-44204.676255478065,0.3231467340822708,-74.0930027044604,[3472.87242544],[3387.87427313],[3493.83784007],[3373.82198936],[3514.29078723],[3312.62055234],[3534.2430107],[2252.29086896],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.10272808],[0.0588104],[0.27230188]
813,80,95.35115634434118,81.94921990284097,839.0039834556005,2585.408626149241,-456.7157697465768,-43548.37676603197,0.3245150398934151,-66.94143579813077,[3497.23235874],[3410.91831208],[3517.42056361],[3395.64114342],[3537.14825032],[3332.65115453],[3556.42409049],[2263.12593024],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.10165056],[0.05842484],[0.27052274]
823,80,94.09613319910312,81.94921990284097,850.1943414690979,2609.6867598137887,-456.1044593088941,-42917.66595583461,0.3257840575202836,-61.45812187531275,[3521.5104924],[3433.88952997],[3540.96778121],[3417.43327642],[3560.01048018],[3352.69443499],[3578.64478209],[2273.84255285],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.10059872],[0.05804353],[0.26876181]
833,80,92.8957975869003,81.94921990284097,861.1799680729712,2633.8952058338045,-455.4614825585513,-42310.45769238871,0.3269606042660873,-57.12514763517337,[3545.71893842],[3456.79936486],[3564.48752366],[3439.2058267],[3582.88223655],[3372.75459159],[3600.90728627],[2284.44786683],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.09957114],[0.05766634],[0.26701871]
843,80,91.74587331851393,81.94921990284097,871.9738240679686,2658.0448145156133,-454.78781946522713,-41724.905671459914,0.3280508362034039,-53.618915385135054,[3569.8685471],[3479.65806399],[3587.98703745],[3460.96549623],[3605.76784714],[3392.83543882],[3623.21356799],[2294.94832934],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.09856657],[0.05729316],[0.26529306]
853,80,90.64256419604094,81.94921990284097,882.5875647888414,2682.1453378076667,-454.08437565637905,-41159.372170852504,0.3290603056992621,-50.72682764018533,[3593.9690704],[3502.47485087],[3611.47287925],[3482.71834355],[3628.67125508],[3412.94045025],[3645.56548607],[2305.34982271],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.09758385],[0.05692388],[0.26358452]
863,80,89.58248053413293,81.94921990284097,893.0317571360196,2706.205567094349,-453.3519912445213,-40612.39593077273,0.32999405809916615,-48.30345337455329,[3618.02929968],[3525.25803432],[3634.95099655],[3504.4698671],[3651.59606001],[3433.07279506],[3667.96472965],[2315.65771462],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.09662194],[0.0565584],[0.26189275]
873,80,88.56258469253672,81.94921990284097,903.3160027763022,2730.233450042344,-452.5914492633333,-40082.66855650189,0.3308566902080452,-46.245940147946456,[3642.05718263],[3548.01512173],[3658.42679666],[3526.22506293],[3674.5455535],[3453.23537084],[3690.41285196],[2325.87692075],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.09567988],[0.05619663],[0.26021743]
