y',y'',y''
[0.04879969],[0.03612472],[0.1466844]
[0.04840663],[0.03588363],[0.14574324]
[0.04801931],[0.03564517],[0.1448113]
[0.04763752],[0.03540929],[0.1438885]
[0.04726112],[0.03517591],[0.14297458]
[0.04688992],[0.03494499],[0.14206937]
[0.04652377],[0.03471645],[0.14117269]
[0.04616254],[0.03449026],[0.14028439]
[0.04580609],[0.03426635],[0.13940433]
[0.04545429],[0.03404469],[0.13853236]
[0.04510704],[0.03382523],[0.13766836]
[0.04476421],[0.03360793],[0.13681219]
[0.04442571],[0.03339275],[0.13596372]
[0.04409142],[0.03317964],[0.13512285]
[0.04376127],[0.03296859],[0.13428947]
[0.04343514],[0.03275954],[0.13346345]
[0.04311297],[0.03255247],[0.1326447]
[0.04279467],[0.03234734],[0.13183312]
[0.04248015],[0.03214414],[0.1310286]
[0.04216935],[0.03194281],[0.13023107]
[0.04186226],[0.03174335],[0.1294404]
