Th,p1,m_dot,W_net,Q_out_unitmass,thermal_eff
673,30,70.94315145162247,1127.6634652261475,-351.63660287432094,0.4474259546225803
683,30,70.23593457963241,1139.0180892274914,-350.3193149640488,0.44788662268458945
693,30,69.55758958592284,1150.126110985745,-348.9836077714117,0.44825645277023746
703,30,68.90558688221415,1161.008905370045,-347.6311514674012,0.4485436295902109
713,30,68.27786993653055,1171.682714682899,-346.26131604783177,0.44875438237977555
723,30,67.67259809208815,1182.1623855956714,-344.87485949582106,0.4488944450273116
733,30,67.08826775137575,1192.458870699631,-343.4704012606535,0.44896810146146826
743,30,66.52333772101858,1202.585479632712,-342.04947314965966,0.44898055165631023
753,30,65.97651169165214,1212.5527395853853,-340.6123757812952,0.4489359469285749
763,30,65.44663528900305,1222.3699453261631,-339.15925159458675,0.4488379826482363
773,30,64.93263790820673,1232.0460492163206,-337.6906737225054,0.44869022453582386
783,30,64.43357004490272,1241.5888168892284,-336.2068942003575,0.44849579508424614
793,30,63.94859070009517,1251.0048950911587,-334.70782647853093,0.44825740401560976
803,30,63.47690034248432,1260.3009845844185,-333.1938891409127,0.44797777176498244
813,30,63.01777898040344,1269.4830140693707,-331.66531189090483,0.4476593292964284
823,30,62.57056618213432,1278.5564344604297,-330.12231700072516,0.44730432520585095
833,30,62.13465445489189,1287.526271801799,-328.56512004824117,0.4469148449846188
843,30,61.70948357937257,1296.3971720343702,-326.9939305697367,0.4464928273836166
853,30,61.2945336313727,1305.1734838398897,-325.40895109182657,0.44604009370902964
863,30,60.88933129019111,1313.859067013395,-323.8103857104388,0.44555828326071256
873,30,60.49342396935109,1322.4577937683257,-322.198423444479,0.4450490254055744
