y',y'',y''
[0.13025378],[0.066443],[0.30820601]
[0.12829755],[0.06598089],[0.30608895]
[0.12644387],[0.06552504],[0.30399327]
[0.1246798],[0.06507533],[0.30192036]
[0.12299486],[0.06463158],[0.29986992]
[0.12138041],[0.06419361],[0.29784185]
[0.11982926],[0.06376122],[0.29583593]
[0.11833534],[0.06333421],[0.29385183]
[0.11689352],[0.06291239],[0.29188963]
[0.11549938],[0.06249557],[0.28994783]
[0.11414912],[0.0620836],[0.28802659]
[0.11283943],[0.06167631],[0.28612581]
[0.11156739],[0.06127355],[0.28424483]
[0.11033046],[0.06087519],[0.28238323]
[0.10912638],[0.06048109],[0.28054061]
[0.10795311],[0.06009113],[0.27871661]
[0.10680886],[0.05970521],[0.27691084]
[0.10569199],[0.05932322],[0.27512296]
[0.10460105],[0.05894506],[0.27335262]
[0.1035347],[0.05857065],[0.2715995]
[0.10249172],[0.0581999],[0.26986329]
