y',y'',y''
[0.101066],[0.05909671],[0.27138126]
[0.09985665],[0.05866828],[0.26950035]
[0.0986901],[0.05824711],[0.26764334]
[0.09756236],[0.05783274],[0.26581014]
[0.09647004],[0.05742478],[0.26399957]
[0.09541025],[0.05702297],[0.26221083]
[0.0943805],[0.05662674],[0.26044362]
[0.09337859],[0.05623608],[0.25869638]
[0.09240263],[0.05585064],[0.25696897]
[0.09145095],[0.05547021],[0.25526097]
[0.09052205],[0.05509458],[0.25357174]
[0.08961462],[0.05472357],[0.25190076]
[0.08872746],[0.05435702],[0.25024755]
[0.0878595],[0.05399478],[0.24861168]
[0.08700978],[0.0536367],[0.24699274]
[0.08617742],[0.05328265],[0.24539035]
[0.08536163],[0.05293253],[0.24380414]
[0.08456166],[0.05258621],[0.24223377]
[0.08377685],[0.05224361],[0.24067892]
[0.08300657],[0.05190462],[0.23913928]
[0.08225026],[0.05156916],[0.23761457]
