Th,p1,m_dot,W_net,Q_out_unitmass,thermal_eff
673,40,79.51904206158913,1006.0483366743573,-386.4495759829538,0.41069750693165663
683,40,78.55699444933153,1018.3688996859369,-385.3831302798508,0.4117622086151336
693,40,77.64179789437308,1030.3728425871218,-384.2949421918247,0.41270367839708216
703,40,76.76929776312052,1042.0832589461497,-383.18148720393947,0.41353104017837333
713,40,75.93572689841679,1053.5225415965294,-382.0435961764065,0.41425323375247053
723,40,75.13711055855585,1064.7202082339113,-380.8864623266809,0.4148820077516179
733,40,74.37077868429353,1075.6913053123017,-379.70851162503595,0.41542340234559005
743,40,73.63431191957028,1086.4500246486023,-378.5085648232871,0.4158831714830274
753,40,72.9253217435032,1097.0126437203833,-377.28838088617067,0.41626787608740967
763,40,72.24179210372998,1107.3922402856538,-376.04847066561206,0.41658283226019244
773,40,71.58193758405689,1117.6003709882536,-374.78919446628106,0.41683276685601167
783,40,70.9441510462676,1127.6475765821265,-373.51100702482063,0.4170220094397315
793,40,70.32699204695925,1137.5433197339341,-372.2142948175365,0.41715446951128127
803,40,69.72916130996316,1147.2961741842907,-370.89942264267984,0.4172337087426014
813,40,69.14949665577642,1156.9136995781325,-369.56655484185603,0.41726289829289115
823,40,68.5868991493406,1166.4035113441796,-368.21640594555674,0.41724520737923576
833,40,68.0403972251706,1175.7720892670673,-366.849265294768,0.41718337196639266
843,40,67.50913007186347,1185.0248983336032,-365.46504640369267,0.417079747302397
853,40,66.9922650554626,1194.1677137467789,-364.06424648943903,0.416936779339053
863,40,66.48905161105635,1203.2056114738887,-362.6471437496043,0.4167566459290192
873,40,65.99879803666153,1212.1432871483655,-361.21400644578307,0.41654137212840386
