Th,P1,m.,m.cw,W_net,Q_in,Q_out per unit mass,Q_out_steam,thermal eff,BWR,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,y',y'',y'''
773,50,78.30593322941593,95.40728337629567,1021.6339516141247,2625.4500783678286,-403.17673384870204,-31571.13040041046,0.3891271671976513,-77.1004143340997,[3434.34284911],[3351.2491969],[3448.51986507],[3331.73028327],[3462.42924396],[3267.10684417],[3476.07707979],[2286.39136538],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642],[335.00636612],[525.08141346],[0.08271196],[0.05220944],[0.23906315]
783,50,77.50490145641288,95.40728337629567,1032.192783897549,2648.752194203111,-402.0983600248742,-31164.593769513103,0.3896902043749279,-72.24274018774251,[3457.64496495],[3373.29392564],[3471.29261817],[3352.79845052],[3484.69994182],[3286.61541928],[3497.87172939],[2297.12419332],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642],[335.00636612],[525.08141346],[0.08192062],[0.051858],[0.23749554]
793,50,76.73322840245366,95.40728337629567,1042.5731024949534,2672.016348732099,-400.9977080675608,-30769.848722008577,0.39018215700276904,-68.2445109840009,[3480.90911948],[3395.30690655],[3494.05868644],[3373.86585166],[3506.99202703],[3306.15077372],[3519.71287695],[2307.75010639],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642],[335.00636612],[525.08141346],[0.08114539],[0.05151073],[0.23594436]
803,50,75.98886039264745,95.40728337629567,1052.7858897557655,2695.251164345953,-399.87531420206597,-30386.069425366826,0.39060771169771163,-64.89933903738304,[3504.14393509],[3417.29630652],[3516.82399024],[3394.93798048],[3529.30915257],[3325.71614896],[3541.60229596],[2318.2750165],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642],[335.00636612],[525.08141346],[0.0803855],[0.05116747],[0.23440922]
813,50,75.26995597907873,95.40728337629567,1062.8410626709544,2718.464383033257,-398.73167940899566,-30012.515956579235,0.39097111932179834,-62.06206879217396,[3527.35715378],[3439.26946172],[3539.59387841],[3416.01979835],[3551.65464157],[3345.31449268],[3563.54161407],[2328.70431821],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642],[335.00636612],[525.08141346],[0.07964026],[0.05082811],[0.23288976]
823,50,74.5748574137406,95.40728337629567,1072.7476092399447,2741.6629780771773,-397.56727359277465,-29648.52274055077,0.39127625015103046,-59.627630613412784,[3550.55574882],[3461.23296632],[3562.37319638],[3437.11579931],[3574.03152349],[3364.94849134],[3585.53232696],[2339.04295094],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642],[335.00636612],[525.08141346],[0.07890902],[0.05049254],[0.23138563]
833,50,73.90206675285422,95.40728337629567,1082.5137038120827,2764.8532485555133,-396.38253950879835,-29293.488894445094,0.39152664047454877,-57.51809662492543,[3573.7460193],[3483.19277937],[3585.16634434],[3458.23006141],[3596.44256541],[3384.62059808],[3607.57581051],[2349.29545181],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642],[335.00636612],[525.08141346],[0.07819121],[0.05016064],[0.2298965]
843,50,73.25022574055374,95.40728337629567,1092.1468048897677,2788.0408996739416,-395.1778958625573,-28946.87007960936,0.39172553208150324,-55.67444606242677,[3596.93367042],[3505.15429823],[3607.97732708],[3479.36629348],[3618.89029894],[3404.33305687],[3629.67333129],[2359.46600076],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642],[335.00636612],[525.08141346],[0.07748629],[0.04983233],[0.22842207]
853,50,72.61809881021127,95.40728337629567,1101.6537379900494,2811.2311113693704,-393.9537399795563,-28608.171616487696,0.3918759057320713,-54.05115916304127,[3620.12388212],[3527.12242128],[3630.80979683],[3500.52787853],[3641.37704371],[3424.08792341],[3651.82605583],[2369.55845926],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642],[335.00636612],[525.08141346],[0.07679375],[0.04950751],[0.22696206]
863,50,72.00457385216906,95.40728337629567,1111.0405314563234,2834.4285971539757,-392.71027135070744,-28276.935735977364,0.39198042687401236,-52.61254342768763,[3643.3213679],[3549.1016042],[3653.66709036],[3521.71790608],[3663.90492769],[3443.8868095],[3674.0350587],[2379.57640374],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642],[335.00636612],[525.08141346],[0.07611315],[0.0491861],[0.22551619]
873,50,71.40858644700592,95.40728337629567,1120.3134522116607,2857.637654801986,-391.4482305371057,-27952.764809836415,0.392041814793797,-51.33028985990415,[3666.53042555],[3571.09590824],[3676.55226115],[3542.93920222],[3686.47590511],[3463.73202861],[3696.30132973],[2389.52315445],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642],[335.00636612],[525.08141346],[0.07544405],[0.04886801],[0.22408418]
