Th,P1,m.,m.cw,W_net,Q_in,Q_out per unit mass,Q_out_steam,thermal eff,BWR,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,y',y'',y'''
673,50,88.63340529447005,95.40728337629567,902.5942276979321,2387.444581188609,-412.57579455787436,-36567.997613736086,0.3780587138272203,918.9276724263451,[3196.33735193],[3126.30800968],[3218.49474767],[3119.21215692],[3239.74635138],[3072.46700043],[3260.15161338],[2171.30797683],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642],[335.00636612],[525.08141346],[0.09175613],[0.05599319],[0.25575394]
683,50,87.34098225711318,95.40728337629567,915.9503125863308,2411.936348367157,-411.7627163579432,-35963.76010355984,0.37975724906936903,-1042.944533883472,[3220.82911911],[3149.43899898],[3241.86928872],[3140.78561382],[3262.11948781],[3091.98857887],[3281.62674146],[2183.62730607],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642],[335.00636612],[525.08141346],[0.09073589],[0.05558904],[0.25399263]
693,50,86.12313324460538,95.40728337629567,928.9025722367234,2436.206692138585,-410.9203258040134,-35389.7459721357,0.3812905428895695,-355.59618624124107,[3245.09946288],[3172.36398545],[3265.11802964],[3162.24738186],[3284.44486503],[3111.47896197],[3303.11730608],[2195.72525439],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642],[335.00636612],[525.08141346],[0.08974687],[0.05519146],[0.25225341]
703,50,84.97213173425082,95.40728337629567,941.4851477446617,2460.287682954646,-410.04608844239874,-34842.490244241766,0.38267278833587426,-222.3738658127252,[3269.1804537],[3195.11347929],[3288.26103554],[3183.61618788],[3306.73366256],[3130.94157066],[3324.62806781],[2207.62096266],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642],[335.00636612],[525.08141346],[0.08878651],[0.05480007],[0.25053618]
713,50,83.88073041951925,95.40728337629567,953.7351379737604,2484.2067594657346,-409.14304013703213,-34319.21705275694,0.3839193876836867,-165.706873146417,[3293.09953021],[3217.71357016],[3311.31569126],[3204.90491309],[3328.99569716],[3150.38809028],[3346.16327696],[2219.33099458],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642],[335.00636612],[525.08141346],[0.08785259],[0.05441461],[0.24883978]
723,50,82.84344156610695,95.40728337629567,965.6769261108261,2507.9875525861125,-408.2103379559894,-33817.54927913778,0.3850405577631627,-134.39754804115924,[3316.88032333],[3240.18671577],[3334.2971447],[3226.13767332],[3351.23963049],[3169.82288058],[3367.72674347],[2230.86978847],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642],[335.00636612],[525.08141346],[0.0869432],[0.05403455],[0.24716393]
733,50,81.85443229391241,95.40728337629567,977.3447540720367,2531.650538447343,-407.2538456926836,-33335.532338687226,0.38605042016242913,-114.52378877072289,[3340.54330919],[3262.55236975],[3357.21866438],[3247.31682942],[3373.47313949],[3189.26079118],[3389.32189519],[2242.25001514],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642],[335.00636612],[525.08141346],[0.08605666],[0.05365984],[0.24550705]
743,50,80.90968339742214,95.40728337629567,988.756804387012,2555.213560342576,-406.27207770319546,-32871.34518017843,0.3869566206647909,-100.80441104040118,[3364.10633109],[3284.82747359],[3380.09192987],[3268.45658542],[3395.70305695],[3208.70397057],[3410.95184083],[2253.48286576],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642],[335.00636612],[525.08141346],[0.0851915],[0.05329019],[0.24386897]
753,50,80.00557062750168,95.40728337629567,999.9303720046244,2578.69224933449,-405.26420840661194,-32423.394248473753,0.3877664627342355,-90.77131863556077,[3387.58502008],[3307.02686248],[3402.92726935],[3289.56654924],[3417.93548819],[3228.15522794],[3432.61935249],[2264.57827486],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642],[335.00636612],[525.08141346],[0.08434642],[0.05292536],[0.24224941]
763,50,79.1386238763205,95.40728337629567,1010.8843960317744,2602.100365747847,-404.23225273118214,-31990.38420757075,0.3884878574778744,-83.12125001524657,[3410.99313649],[3329.16359047],[3425.73385504],[3310.65524869],[3440.17590833],[3247.62147514],[3454.32699279],[2275.54511972],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642],[335.00636612],[525.08141346],[0.08352025],[0.05256517],[0.24064762]
