Th,P1,m.,m.cw,W_net,Q_in,Q_out per unit mass,Q_out_steam,thermal eff,BWR,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,y',y'',y'''
773,10,49.89622432178888,145.04281671117437,1603.3277284482883,2941.345065669547,-200.90466682718807,-10024.384323303633,0.545100181261228,-101.8869989808298,[3478.81241209],[3393.32785286],[3481.4916669],[3362.53278949],[3484.16085743],[3287.56444473],[3486.82002771],[2495.11610143],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04510704],[0.03382523],[0.13766836]
783,10,49.63258887793751,145.04281671117437,1611.844189646156,2963.046272311633,-198.94387411432854,-9874.099513700623,0.5439821189119227,-100.54187901722644,[3500.51361874],[3413.8820248],[3503.10198146],[3382.55396368],[3505.68124613],[3306.45976836],[3508.25144794],[2505.25895627],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04476421],[0.03360793],[0.13681219]
793,10,49.37421783620926,145.04281671117437,1620.2788318670011,2984.7987260460977,-196.97461327715564,-9725.46746414936,0.5428435819568148,-99.30096876124846,[3522.26607247],[3434.48833029],[3524.76810446],[3402.63167103],[3527.26189895],[3325.41546804],[3529.74748388],[2515.33400147],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04442571],[0.03339275],[0.13596372]
803,10,49.120897878263506,145.04281671117437,1628.6347248428617,3006.6038629366417,-194.9969720217282,-9578.426349249918,0.5416858352773233,-98.15352265998175,[3544.07120936],[3455.1481401],[3546.49115378],[3422.7669655],[3548.90362882],[3344.4322946],[3551.30865638],[2525.34368944],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04409142],[0.03317964],[0.13512285]
813,10,48.87242902706354,145.04281671117437,1636.914751171858,3028.463004218509,-193.01103853689438,-9432.918282334196,0.5405100702540236,-97.09024384944317,[3565.93035064],[3475.86271595],[3568.27216107],[3442.96082075],[3570.6071891],[3363.51094528],[3572.93545169],[2535.29034203],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04376127],[0.03296859],[0.13428947]
823,10,48.62862349543056,145.04281671117437,1645.1216228137175,3050.377366691037,-191.01690140081655,-9288.88897948409,0.5393174106187061,-96.10304621621485,[3587.84471312],[3496.63322013],[3590.11207893],[3463.21413537],[3592.373278],[3382.65206762],[3594.62832316],[2545.17616035],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04343514],[0.03275954],[0.13346345]
833,10,48.38930467300087,145.04281671117437,1653.2578953265374,3072.3480717660673,-189.01464950212312,-9146.287462418708,0.5381089175798369,-95.18486399785589,[3609.81541819],[3517.46072398],[3612.01178726],[3483.52774037],[3614.20254234],[3401.85626283],[3616.38769284],[2555.00323342],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04311297],[0.03255247],[0.1326447]
843,10,48.154306216121164,145.04281671117437,1661.3259807119284,3094.3761533748448,-187.00437196220219,-9005.065791221306,0.5368855945002106,-94.32949488604555,[3631.8434998],[3538.34621539],[3633.97209876],[3503.90240368],[3636.0955809],[3421.1240887],[3638.2139528],[2564.77354602],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04279467],[0.03234734],[0.13183312]
853,10,47.92347122980977,145.04281671117437,1669.3281589802225,3116.462564902948,-184.9861582386884,-8865.17883226482,0.5356483911534513,-93.53147162187827,[3653.92991133],[3559.29060533],[3655.99376376],[3524.33883463],[3658.05294732],[3440.45606241],[3660.10746625],[2574.4889857],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04248015],[0.03214414],[0.1310286]
863,10,47.69665155264375,145.04281671117437,1677.266587817017,3138.6081852956254,-182.96009764888777,-8726.584025596674,0.5343982073566902,-92.78595580711801,[3676.07553172],[3580.29473372],[3678.07747452],[3544.83768794],[3680.07515272],[3459.85266222],[3682.0685686],[2584.15134918],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04216935],[0.03194281],[0.13023107]
873,10,47.47370513119625,145.04281671117437,1685.1433815607083,3160.8138244534193,-180.92626450716853,-8589.240131702136,0.5331359185168427,-92.08741179510024,[3698.28117088],[3601.35376638],[3700.22386899],[3565.39956717],[3702.16266792],[3479.31432968],[3704.09756836],[2593.76234812],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04186226],[0.03174335],[0.1294404]
