y',y'',y''
[0.07257692],[0.04831366],[0.21575937]
[0.07188154],[0.04797399],[0.21430922]
[0.07120161],[0.04763895],[0.21287601]
[0.07053598],[0.04730843],[0.21145904]
[0.06988407],[0.04698229],[0.21005788]
[0.06924509],[0.0466603],[0.20867202]
[0.06861839],[0.04634232],[0.20730126]
[0.06800338],[0.04602819],[0.20594504]
[0.06739953],[0.04571779],[0.20460298]
[0.06680636],[0.045411],[0.20327477]
[0.06622343],[0.04510771],[0.20196003]
[0.06565035],[0.04480781],[0.20065848]
[0.06508673],[0.04451123],[0.19936987]
[0.06453224],[0.04421786],[0.1980939]
[0.06398655],[0.04392763],[0.19683034]
[0.06344938],[0.04364046],[0.19557893]
[0.06292045],[0.04335629],[0.19433947]
[0.0623995],[0.04307504],[0.19311172]
[0.06188628],[0.04279666],[0.1918955]
[0.06138058],[0.04252107],[0.1906906]
[0.06088218],[0.04224824],[0.18949685]
