Th,P1,m.,m.cw,W_net,Q_in,Q_out per unit mass,Q_out_steam,thermal eff,BWR,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,y',y'',y'''
673,100,159.55885145859594,75.60363752461141,501.38240071726307,2131.037133806995,-477.60059492652385,-76205.40238241827,0.23527623839269643,18.73826131996404,[3097.01748387],[3032.95114086],[3148.95825526],[3055.50156176],[3196.29887064],[3034.9428775],[3239.72865243],[2054.10252869],[125.72676978],[128.8642412],[962.23974023],[965.98035006],[1154.76400552],[1162.79967858],[1407.95635913],[1292.9116605],[1292.9116605],[962.23974023],[962.23974023],[335.00636612],[525.08141346],[0.14089145],[0.0683036],[0.31796038]
683,100,153.44256412273592,75.60363752461141,521.3677212537289,2161.5181131811414,-478.3083589500163,-73392.86103862847,0.2412044192803101,22.79680002490535,[3127.49846324],[3061.72560102],[3176.0990862],[3080.53272736],[3220.7926441],[3056.29358574],[3262.10259465],[2068.86897212],[125.72676978],[128.8642412],[962.23974023],[965.98035006],[1154.76400552],[1162.79967858],[1407.95635913],[1292.9116605],[1292.9116605],[962.23974023],[962.23974023],[335.00636612],[525.08141346],[0.13859947],[0.06784942],[0.31581139]
693,100,148.08329809315742,75.60363752461141,540.2364819675543,2191.130107863215,-478.9079290694608,-70918.26561956966,0.24655609451434704,28.005144604477675,[3157.11045792],[3089.67944846],[3202.75901111],[3105.12275517],[3245.06481473],[3077.4599781],[3284.42871797],[2083.12351263],[125.72676978],[128.8642412],[962.23974023],[965.98035006],[1154.76400552],[1162.79967858],[1407.95635913],[1292.9116605],[1292.9116605],[962.23974023],[962.23974023],[335.00636612],[525.08141346],[0.13644316],[0.06739903],[0.31367817]
703,100,143.33288690449623,75.60363752461141,558.1412732815784,2220.008890455571,-479.40812453936996,-68714.95049569815,0.25141398112466185,34.921773199008115,[3185.98924052],[3116.94242369],[3229.00745663],[3129.33643163],[3269.14747652],[3098.46425544],[3306.71820833],[2096.9335507],[125.72676978],[128.8642412],[962.23974023],[965.98035006],[1154.76400552],[1162.79967858],[1407.95635913],[1292.9116605],[1292.9116605],[962.23974023],[962.23974023],[335.00636612],[525.08141346],[0.13440381],[0.06695284],[0.3115636]
713,100,139.07945378489072,75.60363752461141,575.2107721370057,2248.263914106159,-479.82008105530076,-66733.11478819323,0.255846641725641,44.53658168994102,[3214.24426417],[3143.61846416],[3254.90228566],[3153.22771509],[3293.06808767],[3119.33367332],[3328.98088801],[2110.35356497],[125.72676978],[128.8642412],[962.23974023],[965.98035006],[1154.76400552],[1162.79967858],[1407.95635913],[1292.9116605],[1292.9116605],[962.23974023],[962.23974023],[335.00636612],[525.08141346],[0.13246651],[0.06651109],[0.30946841]
723,100,135.23832330032658,75.60363752461141,591.5482982019994,2275.9847862892657,-480.15181517783685,-64934.92641425896,0.2599087224859932,58.787104312211014,[3241.96513635],[3169.79276793],[3280.4921647],[3176.84197069],[3316.85029547],[3140.08930166],[3351.22542346],[2123.42837078],[125.72676978],[128.8642412],[962.23974023],[965.98035006],[1154.76400552],[1162.79967858],[1407.95635913],[1292.9116605],[1292.9116605],[962.23974023],[962.23974023],[335.00636612],[525.08141346],[0.13061918],[0.06607386],[0.30739329]
733,100,131.74379630376617,75.60363752461141,607.2392191852531,2303.2457088012266,-480.4099995042807,-63291.037116984364,0.2636450018618742,82.04974235029901,[3269.22605886],[3195.53586654],[3305.81836373],[3200.21763116],[3340.51458987],[3160.74937433],[3373.45949574],[2136.19527316],[125.72676978],[128.8642412],[962.23974023],[965.98035006],[1154.76400552],[1162.79967858],[1407.95635913],[1292.9116605],[1292.9116605],[962.23974023],[962.23974023],[335.00636612],[525.08141346],[0.12885187],[0.06564117],[0.30533856]
743,100,128.544037324116,75.60363752461141,622.3548105796992,2330.1087491722924,-480.60025115473263,-61778.29662241348,0.2670926027812109,126.73923379925688,[3296.08909923],[3220.90670497],[3330.91614343],[3223.38751403],[3364.07882589],[3181.32976087],[3395.6899413],[2148.68565424],[125.72676978],[128.8642412],[962.23974023],[965.98035006],[1154.76400552],[1162.79967858],[1407.95635913],[1292.9116605],[1292.9116605],[962.23974023],[962.23974023],[335.00636612],[525.08141346],[0.12715628],[0.065213],[0.30330435]
753,100,125.59754168785209,75.60363752461141,636.9551419949303,2356.6262946727834,-480.72734949329333,-60378.173318474546,0.27028262539325154,247.43331963051142,[3322.60664473],[3245.95503093],[3355.8158373],[3246.37983367],[3387.55864466],[3201.84434609],[3417.92286861],[2160.92616462],[125.72676978],[128.8642412],[962.23974023],[965.98035006],[1154.76400552],[1162.79967858],[1407.95635913],[1292.9116605],[1292.9116605],[962.23974023],[962.23974023],[335.00636612],[525.08141346],[0.12552547],[0.06478928],[0.30129061]
763,100,122.87107156589302,75.60363752461141,651.0889746501298,2382.8429221077727,-480.793859649134,-59075.656737390666,0.27324040901286145,1726.908332658375,[3348.82327217],[3270.72315288],[3380.54370492],[3269.21899351],[3410.96781512],[3222.30244029],[3440.16375561],[2172.93963136],[125.72676978],[128.8642412],[962.23974023],[965.98035006],[1154.76400552],[1162.79967858],[1407.95635913],[1292.9116605],[1292.9116605],[962.23974023],[962.23974023],[335.00636612],[525.08141346],[0.12395351],[0.06436996],[0.2992976]
773,100,120.33568777704981,75.60363752461141,664.806936976326,2408.7968421721853,-480.8079552882182,-57858.35598828475,0.2759912854987064,-392.43100738694574,[3374.77719223],[3295.24727525],[3405.12261141],[3291.92624127],[3434.31851355],[3242.72352254],[3462.41753135],[2184.74575961],[125.72676978],[128.8642412],[962.23974023],[965.98035006],[1154.76400552],[1162.79967858],[1407.95635913],[1292.9116605],[1292.9116605],[962.23974023],[962.23974023],[335.00636612],[525.08141346],[0.12243536],[0.06395493],[0.29732393]
783,100,117.96976478347716,75.60363752461141,678.1398619115056,2434.521028852767,-480.76812656885477,-56716.10280672077,0.27855165507897434,-185.75880811901726,[3400.50137891],[3319.55874229],[3429.57257321],[3314.52015421],[3457.62155345],[3263.10846538],[3484.68864479],[2196.3616813],[125.72676978],[128.8642412],[962.23974023],[965.98035006],[1154.76400552],[1162.79967858],[1407.95635913],[1292.9116605],[1292.9116605],[962.23974023],[962.23974023],[335.00636612],[525.08141346],[0.12096664],[0.06354411],[0.29537051]
793,100,115.75366792765438,75.60363752461141,691.1228078750793,2460.044112253486,-480.6786450896525,-55640.316263622466,0.28093919309519483,-125.59704404704334,[3426.02446232],[3343.68465474],[3453.91120018],[3337.017069],[3480.88657599],[3283.46868803],[3506.981123],[2207.80238905],[125.72676978],[128.8642412],[962.23974023],[965.98035006],[1154.76400552],[1162.79967858],[1407.95635913],[1292.9116605],[1292.9116605],[962.23974023],[962.23974023],[335.00636612],[525.08141346],[0.11954355],[0.06313741],[0.29343666]
