Th,P1,m.,m.cw,W_net,Q_in,Q_out per unit mass,Q_out_steam,thermal eff,BWR,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,y',y'',y'''
673,90,139.5745425672647,78.60134795679443,573.1704258421328,2178.469887344751,-470.58169043290604,-65681.22418270302,0.26310688486988776,26.75391686190269,[3118.40842933],[3053.07005299],[3163.61413024],[3068.93282615],[3205.28289661],[3042.68971984],[3243.87930283],[2074.04776088],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074],[335.00636612],[525.08141346],[0.13025378],[0.066443],[0.30820601]
683,90,135.22858100399546,78.60134795679443,591.590915219589,2207.517140789493,-470.9325469082405,-63683.540066998896,0.2679892736905378,32.98923264173436,[3147.45568277],[3080.49138221],[3189.89662208],[3093.17460746],[3229.31451415],[3063.64065973],[3266.06555476],[2088.23186901],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074],[335.00636612],[525.08141346],[0.12829755],[0.06598089],[0.30608895]
693,90,131.34433272454504,78.60134795679443,609.0860438400168,2235.8701580368015,-471.19912924407754,-61889.33521095002,0.2724156595814235,41.38359541970343,[3175.80870002],[3107.25833236],[3215.78711637],[3117.05781375],[3253.1651398],[3084.44317404],[3288.21775225],[2101.98111639],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074],[335.00636612],[525.08141346],[0.12644387],[0.06552504],[0.30399327]
703,90,127.84193913049744,78.60134795679443,625.7727358025934,2263.633342225939,-471.386334547582,-60262.943088180284,0.2764461558899115,53.27595241971049,[3203.57188421],[3133.47033746],[3241.3415411],[3140.63463479],[3276.86163341],[3105.11464478],[3310.34561599],[2115.34855731],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074],[335.00636612],[525.08141346],[0.1246798],[0.06507533],[0.30192036]
713,90,124.65855930398979,78.60134795679443,641.7529646312826,2290.892175645155,-471.5025112374151,-58776.82375906942,0.28013233073728305,71.4010735122708,[3230.83071763],[3159.20862839],[3266.60689225],[3163.94889526],[3300.42709069],[3125.67852516],[3332.45770663],[2128.37785146],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074],[335.00636612],[525.08141346],[0.12299486],[0.06463158],[0.29986992]
723,90,121.74537900275259,78.60134795679443,657.1091293591624,2317.7174413380017,-471.5533781196659,-57409.44473920703,0.2835156338038419,102.3487025900154,[3257.65598332],[3184.54050158],[3291.62298677],[3187.03770623],[3323.88149414],[3146.15262195],[3354.56159832],[2141.10535208],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074],[335.00636612],[525.08141346],[0.12138041],[0.06419361],[0.29784185]
733,90,119.06356136287835,78.60134795679443,671.91002086842,2344.1683383687023,-471.54375262446547,-56143.67852588497,0.2866304479378813,167.05313858815532,[3284.10688035],[3209.52220737],[3316.42381339],[3209.93271831],[3347.24223252],[3166.55241118],[3376.66402153],[2153.56164763],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074],[335.00636612],[525.08141346],[0.11982926],[0.06376122],[0.29583593]
743,90,116.58177483745794,78.60134795679443,686.2136050985548,2370.294821597997,-471.47773595055696,-54965.71125346228,0.28950559181322677,386.4251182522932,[3310.23336358],[3234.20119306],[3341.03858594],[3232.66112008],[3370.52451878],[3186.89141589],[3398.77098136],[2165.77271995],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074],[335.00636612],[525.08141346],[0.11833534],[0.06333421],[0.29385183]
753,90,114.27488570466194,78.60134795679443,700.0663313438461,2396.139386170595,-471.3569430774278,-53864.260796271905,0.292164276996699,-2095.7625915509634,[3336.07792815],[3258.61780409],[3365.49257362],[3255.2464103],[3393.74172891],[3207.17800896],[3420.88785595],[2177.76082772],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074],[335.00636612],[525.08141346],[0.11689352],[0.06291239],[0.29188963]
763,90,112.12063686559367,78.60134795679443,713.5171743262681,2421.738446975294,-471.1890401654514,-52830.015267438204,0.29463015513398555,-307.489140821932,[3361.67698896],[3282.80657362],[3389.80776166],[3277.70902743],[3416.90567852],[3227.43113669],[3443.01947879],[2189.54518938],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074],[335.00636612],[525.08141346],[0.11549938],[0.06249557],[0.28994783]
