y',y'',y''
[0.12016552],[0.06730775],[0.32670295]
[0.11849538],[0.06677304],[0.32407287]
[0.11690247],[0.06625429],[0.32153038]
[0.11537793],[0.06574965],[0.31906473]
[0.11391443],[0.06525778],[0.31666784]
[0.11250588],[0.06477736],[0.31433223]
[0.11114712],[0.06430734],[0.31205192]
[0.10983378],[0.06384684],[0.30982189]
[0.1085621],[0.06339509],[0.30763793]
[0.10732882],[0.06295144],[0.30549612]
[0.10613113],[0.06251533],[0.30339338]
[0.10496652],[0.06208626],[0.30132693]
[0.10383282],[0.0616638],[0.29929387]
[0.10272808],[0.06124758],[0.29729293]
[0.10165056],[0.06083725],[0.29532186]
[0.10059872],[0.06043252],[0.293379]
[0.09957114],[0.06003312],[0.29146289]
[0.09856657],[0.05963881],[0.2895722]
[0.09758385],[0.05924944],[0.28770647]
[0.09662194],[0.05886468],[0.28586295]
[0.09567988],[0.05848442],[0.28404156]
