Th,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18
673,[3177.89776773],[3108.98423394],[3018.2759368],[2879.51359231],[2104.56386146],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419]
683,[3203.37757714],[3133.04449498],[3040.46476013],[2898.84719732],[2117.04430397],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419]
693,[3228.54439243],[3156.81199337],[3062.388729],[2917.9472388],[2129.22688532],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419]
703,[3253.44273747],[3180.32909094],[3084.08230408],[2936.84546753],[2141.13835858],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419]
713,[3278.11032102],[3203.63164141],[3105.58107365],[2955.57425694],[2152.80512664],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419]
723,[3302.57931928],[3226.75022613],[3126.9136515],[2974.15974353],[2164.24897093],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419]
733,[3326.87737657],[3249.71110406],[3148.10458598],[2992.62410183],[2175.48859341],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419]
743,[3351.02839437],[3272.53697522],[3169.17508012],[3010.98653205],[2186.54035417],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419]
753,[3375.05315929],[3295.24756598],[3190.14354381],[3029.26357918],[2197.41853339],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419]
763,[3398.96984729],[3317.86011919],[3211.02605628],[3047.46992152],[2208.1359032],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419]
773,[3422.79443175],[3340.38978147],[3231.83437984],[3065.61633817],[2218.70258035],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419]
783,[3446.54101603],[3362.84992052],[3252.58801364],[3083.72007081],[2229.1320709],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419]
793,[3470.22210662],[3385.2523855],[3273.29093118],[3101.78863632],[2239.43027654],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419]
803,[3493.84883866],[3407.6077221],[3293.95528921],[3119.82640943],[2249.60562026],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419]
813,[3517.43116347],[3429.92535578],[3314.58984724],[3137.84412573],[2259.66577905],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419]
823,[3540.97800527],[3452.21373384],[3335.20245159],[3155.84881442],[2269.61737723],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419]
833,[3564.49739291],[3474.48044123],[3355.80014429],[3173.84677659],[2279.46644099],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419]
843,[3587.99657117],[3496.73233135],[3376.38928545],[3191.84125696],[2289.21816399],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419]
853,[3611.48209517],[3518.97560194],[3396.976481],[3209.84392054],[2298.87874801],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419]
863,[3634.95991103],[3541.21587241],[3417.56437261],[3227.85422543],[2308.45125179],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419]
873,[3658.43542482],[3563.45824985],[3438.16024257],[3245.87714833],[2317.94095157],[125.72676978],[127.60871942],[845.02296419],[847.18519934],[1008.54671322],[1013.10606167],[1213.89047217],[1122.31804148],[1122.31804148],[845.02296419],[845.02296419]
