y',y'',y''
[0.14089145],[0.07198973],[0.35330486]
[0.13859947],[0.0714117],[0.35021949]
[0.13644316],[0.07085342],[0.34726673]
[0.13440381],[0.07031221],[0.3444267]
[0.13246651],[0.06978626],[0.34168535]
[0.13061918],[0.0692738],[0.33903021]
[0.12885187],[0.06877343],[0.33645158]
[0.12715628],[0.06828399],[0.3339417]
[0.12552547],[0.0678045],[0.33149287]
[0.12395351],[0.06733412],[0.32910033]
[0.12243536],[0.06687213],[0.32675886]
[0.12096664],[0.06641793],[0.32446429]
[0.11954355],[0.06597097],[0.32221247]
[0.11816277],[0.06553091],[0.32000161]
[0.11682138],[0.065097],[0.31782726]
[0.11551679],[0.06466922],[0.31568835]
[0.11424668],[0.06424714],[0.31358266]
[0.113009],[0.06383047],[0.31150763]
[0.11180189],[0.06341897],[0.30946196]
[0.11062367],[0.06301242],[0.30744416]
[0.10947284],[0.0626106],[0.30545329]
