y',y'',y''
[0.13025378],[0.06978477],[0.3405081]
[0.12829755],[0.06922485],[0.33765334]
[0.12644387],[0.06868293],[0.33490645]
[0.1246798],[0.06815706],[0.33225408]
[0.12299486],[0.06764516],[0.32968361]
[0.12138041],[0.06714598],[0.32718656]
[0.11982926],[0.0666582],[0.32475494]
[0.11833534],[0.06618078],[0.32238238]
[0.11689352],[0.06571283],[0.32006348]
[0.11549938],[0.06525361],[0.31779329]
[0.11414912],[0.06480245],[0.3155681]
[0.11283943],[0.0643588],[0.31338433]
[0.11156739],[0.06392217],[0.31123855]
[0.11033046],[0.06349213],[0.30912902]
[0.10912638],[0.0630683],[0.30705309]
[0.10795311],[0.06265034],[0.30500874]
[0.10680886],[0.06223797],[0.30299418]
[0.10569199],[0.06183091],[0.30100785]
[0.10460105],[0.06142892],[0.29904832]
[0.1035347],[0.0610318],[0.29711476]
[0.10249172],[0.06063936],[0.29520497]
