Th,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18
673,[3231.37920294],[3159.23732404],[3064.38418381],[2919.62633121],[2210.54626888],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595]
683,[3254.13850288],[3180.74134582],[3084.22476226],[2936.90527306],[2221.66982119],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595]
693,[3276.82085083],[3202.17357975],[3104.00706983],[2954.13626089],[2232.62785643],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595]
703,[3299.44064081],[3223.55534088],[3123.74318401],[2971.33039283],[2243.43162166],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595]
713,[3322.0104426],[3244.89096539],[3143.44080277],[2988.49484987],[2254.08958192],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595]
723,[3344.5412895],[3266.19348179],[3163.10826603],[3005.63729504],[2264.61024294],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595]
733,[3367.04291275],[3287.47213741],[3182.76328357],[3022.7733119],[2275.00670675],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595]
743,[3389.52393378],[3308.73512179],[3202.40897697],[3039.90631022],[2285.28404487],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595]
753,[3411.99202282],[3329.98971827],[3222.04914398],[3057.03962029],[2295.44743577],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595]
763,[3434.45403045],[3351.24242971],[3241.6921188],[3074.18070687],[2305.50421253],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595]
773,[3456.91609735],[3372.49908329],[3261.34334029],[3091.33448381],[2315.45998332],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595]
783,[3479.38374638],[3393.76491837],[3281.00769931],[3108.50536353],[2325.31988557],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595]
793,[3501.86196007],[3415.04466046],[3300.68960496],[3125.69731657],[2335.08863983],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595]
803,[3524.35524631],[3436.34258546],[3320.39304456],[3142.9156251],[2344.77081799],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595]
813,[3546.8676942],[3457.66256816],[3340.12163034],[3160.16215447],[2354.370262],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595]
823,[3569.40302171],[3479.00813161],[3359.87864598],[3177.43935524],[2363.89063486],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595]
833,[3591.96461667],[3500.38248608],[3379.66708288],[3194.75085963],[2373.33552569],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595]
843,[3614.555572],[3521.7885616],[3399.48967164],[3212.09728272],[2382.70792342],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595]
853,[3637.17871618],[3543.22903705],[3419.34890753],[3229.48211679],[2392.011003],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595]
863,[3659.83663978],[3564.7063653],[3439.2470766],[3246.90719701],[2401.24755504],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595]
873,[3682.53171849],[3586.22279523],[3459.18627311],[3264.37488672],[2410.42028279],[125.72676978],[126.66707808],[710.00312595],[711.04381878],[844.8720614],[847.03266817],[1008.36120533],[936.37448323],[936.37448323],[710.00312595],[710.00312595]
