y',y'',y''
[0.101066],[0.06151513],[0.29529564]
[0.09985665],[0.06104451],[0.29310272]
[0.0986901],[0.06058523],[0.29096473]
[0.09756236],[0.06013638],[0.28887677]
[0.09647004],[0.05969699],[0.28683396]
[0.09541025],[0.05926628],[0.28483238]
[0.0943805],[0.05884358],[0.28286868]
[0.09337859],[0.05842833],[0.28094]
[0.09240263],[0.05802003],[0.27904384]
[0.09145095],[0.05761824],[0.27717802]
[0.09052205],[0.05722264],[0.27534086]
[0.08961462],[0.05683272],[0.27353001]
[0.08872746],[0.05644835],[0.27174423]
[0.0878595],[0.05606922],[0.26998277]
[0.08700978],[0.05569507],[0.2682441]
[0.08617742],[0.05532569],[0.26652718]
[0.08536163],[0.0549609],[0.26483105]
[0.08456166],[0.05460051],[0.26315515]
[0.08377685],[0.05424434],[0.26149797]
[0.08300657],[0.05389231],[0.25985937]
[0.08225026],[0.05354423],[0.25823865]
