Th,P1,m.,m.cw,W_net,Q_in,Q_out per unit mass,Q_out_steam,thermal eff,BWR,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,y',y'',y'''
773,40,95.22224969332724,131.5269960445201,840.1397809613612,2358.217285640837,[1518.07750468],144554.75520441215,0.3562605473537,0.006230325418736095,[3445.71565764],[3361.94893924],[3251.62832542],[3082.81336816],[2276.37775947],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07469704],[0.05066068],[0.23986435]
783,40,93.88213336842328,131.5269960445201,852.1323187880128,2381.093329227567,[1528.96101044],143542.12149720546,0.35787438834430174,0.006146325123919941,[3468.59170123],[3383.59576623],[3271.63883364],[3100.27923858],[2286.41888102],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07401626],[0.05032256],[0.23834914]
793,40,92.57225977240117,131.5269960445201,864.1897712844926,2403.956717834709,[1539.76694655],142539.7057650036,0.3594864104137804,0.006064139051905493,[3491.45508983],[3405.23466145],[3291.64679167],[3117.75251155],[2296.35725244],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07334802],[0.04998863],[0.23685114]
803,40,91.29128060409016,131.5269960445201,876.3158920613906,2426.8138740986287,[1550.49798204],141546.946354237,0.3610972812601351,0.005983687471501142,[3514.3122461],[3426.87171105],[3311.65786705],[3135.23150965],[2306.19743766],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07269179],[0.04965874],[0.23537034]
813,40,90.03810581907621,131.5269960445201,888.5126944002252,2449.670593261572,[1561.15789886],140563.7000979646,0.36270700919719584,0.005904906862822241,[3537.16896526],[3448.51240643],[3331.67716614],[3152.72035318],[2315.94436505],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07204709],[0.04933274],[0.23390614]
823,40,88.81191967066762,131.5269960445201,900.7799887296212,2472.532118986596,[1571.75213026],139590.32393458317,0.3643147774754972,0.005827751064479727,[3560.03049099],[3470.1617085],[3351.70931047],[3170.23121038],[2325.60366691],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07141348],[0.0490105],[0.23245716]
833,40,87.61165841583183,131.5269960445201,913.1204847224263,2495.403207938385,[1582.28272322],138626.41346366875,0.36592101902314,0.005752157276025802,[3582.90157994],[3491.82412073],[3371.75849301],[3187.76280942],[2335.17892452],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07079054],[0.04869189],[0.23102338]
843,40,86.43646621917674,131.5269960445201,925.5352919813288,2518.288185039052,[1592.75289306],137671.9316362799,0.3675255665653596,0.0056780758188042695,[3605.78655704],[3513.50373635],[3391.82851989],[3205.31964014],[2344.6741921],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07017789],[0.04837681],[0.22960422]
853,40,85.28547215297085,131.5269960445201,938.0261137149987,2541.1909909477677,[1603.16487723],136726.67349385627,0.36912853738913604,0.005605455633335326,[3628.68936295],[3535.20428368],[3411.92285698],[3222.90273584],[2354.09282891],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.06957518],[0.04806515],[0.22819942]
863,40,84.15793264897147,131.5269960445201,950.5936930946903,2564.1152230270473,[1613.52152993],135790.63624371268,0.3707297100215621,0.00553425361818499,[3651.61359503],[3556.92916516],[3432.04466694],[3240.5164189],[2363.43840081],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.06898207],[0.04775681],[0.22680845]
873,40,83.05311225721294,131.5269960445201,963.2390385593553,2587.06417083038,[1623.82513227],134863.73099658906,0.37232900885105635,0.00546442687509875,[3674.56254283],[3578.68149114],[3452.19684053],[3258.16314526],[2372.71403098],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.06839827],[0.04745171],[0.22543093]
