Th,P1,m.,m.cw,W_net,Q_in,Q_out per unit mass,Q_out_steam,thermal eff,BWR,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,y',y'',y'''
673,40,110.63342638920142,131.5269960445201,723.1087620712843,2126.654285677289,[1403.54552361],155279.05036975807,0.3400217736099929,0.007190289959236325,[3214.15265768],[3143.045723],[3049.515574],[2906.65369539],[2168.59645081],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.08235725],[0.05432408],[0.25621637]
683,40,108.89580532859736,131.5269960445201,734.6472139913642,2150.2418318656787,[1415.59461787],154152.3159322515,0.3416579489358833,0.007082605596333274,[3237.74020386],[3165.3270935],[3070.06909592],[2924.55404752],[2180.13275932],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.08150647],[0.05392979],[0.2544609]
693,40,107.2094199238417,131.5269960445201,746.2030860425284,2173.6860208364633,[1427.48293479],153039.6173904409,0.3432892694205116,0.006977963529467522,[3261.18439284],[3187.4763809],[3090.5083848],[2942.35621422],[2191.4670888],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.08067797],[0.05354276],[0.25273703]
703,40,105.57005946712452,131.5269960445201,757.7906122607872,2197.0090371056895,[1439.21842484],151938.37469705762,0.34491920582133356,0.006876110355037712,[3284.5074091],[3209.51088404],[3110.84164543],[2960.06820207],[2202.60947526],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07987031],[0.05316272],[0.25104334]
713,40,103.97596811974437,131.5269960445201,769.4085609077249,2220.230053117544,[1450.82149221],150850.56922144812,0.346544521288394,0.006776952818098227,[3307.72842512],[3231.46025321],[3131.10040657],[2977.71819689],[2213.58220432],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.0790817],[0.0527889],[0.24937647]
723,40,102.4237200541903,131.5269960445201,781.0690722585904,2243.365734972321,[1462.29666271],149773.8640179679,0.348168406106206,0.006680283116257046,[3330.86410697],[3253.32890975],[3151.28871465],[2995.31030498],[2224.39202521],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07831131],[0.05242111],[0.24773547]
733,40,100.91131687754223,131.5269960445201,792.775304845952,2266.4306489143355,[1473.65534407],148708.50139356815,0.34979023303700324,0.0065859869480867726,[3353.92902091],[3275.13449799],[3171.42302283],[3012.85934022],[2235.0520184],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07755796],[0.05205894],[0.24611844]
743,40,99.43653050975165,131.5269960445201,804.5332996825998,2289.4375904949225,[1484.90429081],147653.73081742067,0.3514108893043373,0.006493932782423608,[3376.93596249],[3296.88916852],[3191.51163759],[3030.37295233],[2245.57054382],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07682066],[0.05170213],[0.24452425]
753,40,97.99798565796841,131.5269960445201,816.3433101494065,2312.3978529773826,[1496.05454283],146610.33163159445,0.3530289171901385,0.006404043887130713,[3399.89622498],[3318.60364084],[3211.57192377],[3047.86662193],[2255.96033809],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07609858],[0.05135026],[0.24295101]
763,40,96.59377260923607,131.5269960445201,828.2107411171825,2335.321447629383,[1507.11070651],145577.50888178457,0.35464528532374445,0.0063162070035842465,[3422.81981963],[3340.28741379],[3231.60896307],[3065.34504896],[2266.22738608],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07539094],[0.05100317],[0.24139797]
