Th,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18
673,[3118.40842933],[3053.07005299],[2966.98196948],[2834.96661791],[2030.82933595],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
683,[3147.45568277],[3080.49138221],[2992.27148705],[2857.03824288],[2045.0932752],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
693,[3175.80870002],[3107.25833236],[3016.95878819],[2878.5696255],[2058.8487013],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
703,[3203.57188421],[3133.47033746],[3041.12988123],[2899.64145802],[2072.15596918],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
713,[3230.83071763],[3159.20862839],[3064.86962878],[2920.33126835],[2085.07251668],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
723,[3257.65598332],[3184.54050158],[3088.23414326],[2940.69090827],[2097.63853126],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
733,[3284.10688035],[3209.52220737],[3111.27830911],[2960.76987073],[2109.89167963],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
743,[3310.23336358],[3234.20119306],[3134.04646326],[2980.60779021],[2121.86260817],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
753,[3336.07792815],[3258.61780409],[3156.57627943],[3000.23840121],[2133.57759969],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
763,[3361.67698896],[3282.80657362],[3178.89997996],[3019.69273127],[2145.06061881],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
773,[3387.06195984],[3306.79733746],[3201.04538628],[3038.99419616],[2156.33079585],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
783,[3412.26010704],[3330.6159286],[3223.0365655],[3058.16528533],[2167.40549802],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
793,[3437.29523065],[3354.2849012],[3244.89451668],[3077.2281694],[2178.30031879],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
803,[3462.18821365],[3377.82403619],[3266.63764022],[3096.19341587],[2189.02787522],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
813,[3486.95746773],[3401.25076609],[3288.28214913],[3115.07814015],[2199.600394],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
823,[3511.61929819],[3424.58053906],[3309.84239362],[3133.89518638],[2210.02848567],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
833,[3536.18820452],[3447.82709114],[3331.33112728],[3152.65595209],[2220.32166039],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
843,[3560.67712975],[3471.0026047],[3352.75965434],[3171.37052615],[2230.48844279],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
853,[3585.09766849],[3494.11805359],[3374.13815128],[3190.04797722],[2240.53656297],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
863,[3609.46024148],[3517.18328949],[3395.47574866],[3208.6930676],[2250.47258901],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
873,[3633.7742429],[3540.20718738],[3416.7806673],[3227.3211497],[2260.303939],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
