Th,P1,m.,m.cw,W_net,Q_in,Q_out per unit mass,Q_out_steam,thermal eff,BWR,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,y',y'',y'''
773,10,93.7355787034075,131.5269960445201,853.4646193750103,2716.2871011270986,[1862.82248175],174612.7433487497,0.31420265516884166,0.0014896652164718227,[3478.81241209],[3393.32785286],[3280.90239287],[3109.4672653],[2457.26317579],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04510704],[0.0348317],[0.14703907]
783,10,92.50281003048498,131.5269960445201,864.8385921858527,2737.9883077691848,[1873.14971558],173271.61229926193,0.31586643001061326,0.0014705198730140974,[3500.51361874],[3413.8820248],[3299.92615787],[3126.10810056],[2466.78600752],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04476421],[0.03461318],[0.1461831]
793,10,91.29091705606777,131.5269960445201,876.3193818161201,2759.7407615036495,[1883.42137969],171939.26495467892,0.31753684767791596,0.001451689463929952,[3522.26607247],[3434.48833029],[3319.00259621],[3142.80164042],[2476.23924738],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04442571],[0.03439673],[0.14533412]
803,10,90.09952852098719,131.5269960445201,887.9069770200332,2781.5458983941935,[1893.63892137],170615.97400480256,0.31921349114987757,0.0014331686952160604,[3544.07120936],[3455.1481401],[3338.13300188],[3159.54695036],[2485.62517625],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04409142],[0.03418231],[0.14449211]
813,10,88.9283505196724,131.5269960445201,899.6006282867318,2803.405039676061,[1903.80441139],169302.18601692884,0.3208957020319413,0.0014149534773273415,[3565.93035064],[3475.86271595],[3357.31856669],[3176.34651324],[2494.94639174],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04376127],[0.03396988],[0.14365688]
823,10,87.77705851289396,131.5269960445201,911.3998732168548,2825.319402148589,[1913.91952893],167998.22648001125,0.3225829520456189,0.0013970392119541373,[3587.84471312],[3496.63322013],[3376.56038939],[3193.2013465],[2504.20518309],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04343514],[0.03375941],[0.14282831]
833,10,86.64532863561006,131.5269960445201,923.3042480159869,2847.290107223619,[1923.98585921],166704.38706131183,0.3242747360634414,0.001379421290064348,[3609.81541819],[3517.46072398],[3395.85948354],[3210.11239048],[2513.40372023],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04311297],[0.03355087],[0.14200631]
843,10,85.53283801867096,131.5269960445201,935.3132884768397,2869.3181888323966,[1934.00490036],165420.92786942772,0.32597057102873767,0.0013620950980030178,[3631.8434998],[3538.34621539],[3415.21678452],[3227.0805143],[2522.54406203],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04279467],[0.03334421],[0.14119076]
853,10,84.43926529198107,131.5269960445201,947.4265286815249,2891.4046003605,[1943.97807168],164148.08011629473,0.32766999421782755,0.0013450560264091998,[3653.92991133],[3559.29060533],[3434.633156],[3244.10652461],[2531.62816595],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04248015],[0.03313942],[0.14038158]
863,10,83.3642904387531,131.5269960445201,959.6435065776177,2913.550220753177,[1953.90671418],162886.04681076106,0.32937256400871023,0.0013282994687418114,[3676.07553172],[3580.29473372],[3454.10939454],[3261.19115628],[2540.65789016],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04216935],[0.03293646],[0.13957868]
873,10,82.30737394778157,131.5269960445201,971.966376314649,2935.755859910971,[1963.7894836],161634.35538108338,0.3310787486068833,0.0013118172178735819,[3698.28117088],[3601.35376638],[3473.6410329],[3278.33054993],[2549.63262811],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04186226],[0.03273536],[0.13878217]
