y',y'',y''
[0.08235725],[0.05432408],[0.25621637]
[0.08150647],[0.05392979],[0.2544609]
[0.08067797],[0.05354276],[0.25273703]
[0.07987031],[0.05316272],[0.25104334]
[0.0790817],[0.0527889],[0.24937647]
[0.07831131],[0.05242111],[0.24773547]
[0.07755796],[0.05205894],[0.24611844]
[0.07682066],[0.05170213],[0.24452425]
[0.07609858],[0.05135026],[0.24295101]
[0.07539094],[0.05100317],[0.24139797]
[0.07469704],[0.05066068],[0.23986435]
[0.07401626],[0.05032256],[0.23834914]
[0.07334802],[0.04998863],[0.23685114]
[0.07269179],[0.04965874],[0.23537034]
[0.07204709],[0.04933274],[0.23390614]
[0.07141348],[0.0490105],[0.23245716]
[0.07079054],[0.04869189],[0.23102338]
[0.07017789],[0.04837681],[0.22960422]
[0.06957518],[0.04806515],[0.22819942]
[0.06898207],[0.04775681],[0.22680845]
[0.06839827],[0.04745171],[0.22543093]
