y',y'',y''
[0.07257692],[0.04991817],[0.23165952]
[0.07188154],[0.04956686],[0.23013621]
[0.07120161],[0.04922112],[0.22863578]
[0.07053598],[0.04888065],[0.22715687]
[0.06988407],[0.04854521],[0.22569842]
[0.06924509],[0.04821456],[0.22425943]
[0.06861839],[0.04788829],[0.22283818]
[0.06800338],[0.04756629],[0.22143413]
[0.06739953],[0.04724843],[0.22004675]
[0.06680636],[0.0469345],[0.21867516]
[0.06622343],[0.04662436],[0.21731871]
[0.06565035],[0.04631785],[0.21597685]
[0.06508673],[0.04601487],[0.21464906]
[0.06453224],[0.04571529],[0.21333471]
[0.06398655],[0.04541901],[0.21203352]
[0.06344938],[0.04512594],[0.21074512]
[0.06292045],[0.04483598],[0.20946909]
[0.0623995],[0.04454906],[0.20820524]
[0.06188628],[0.04426509],[0.20695316]
[0.06138058],[0.04398401],[0.20571258]
[0.06088218],[0.04370575],[0.20448321]
