Th,P1,m.,m.cw,W_net,Q_in,Q_out per unit mass,Q_out_steam,thermal eff,BWR,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,y',y'',y'''
673,20,50.665547926687175,81.66640652075013,1578.9822329714,2483.7100697717046,[146.38929882],7416.894035298474,0.6357353268356863,-6.988101096688309,[3248.04874518],[3174.92865221],[3256.16652226],[3153.84562077],[2997.73120184],[2319.37448232],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024],[335.00636612],[525.08141346],[0.06187259],[0.04321859],[0.1954841]
683,20,50.18701490511494,81.66640652075013,1594.0378233543152,2505.710365243115,[152.55819933],7656.440623906603,0.6361620422956005,-6.9023600751038146,[3270.04904066],[3195.72390535],[3277.8121741],[3173.84144462],[3015.16705545],[2330.07776966],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024],[335.00636612],[525.08141346],[0.06132531],[0.04292114],[0.19423156]
693,20,49.72165925077559,81.66640652075013,1608.9567646267178,2527.6899609383627,[158.85588751],7898.578308504498,0.6365324820253745,-6.820216236160745,[3292.02863635],[3216.50064483],[3299.46179101],[3193.84614216],[3032.61615327],[2340.66062323],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024],[335.00636612],[525.08141346],[0.0607881],[0.04262741],[0.19299324]
703,20,49.26870911317313,81.66640652075013,1623.7486518316377,2549.657189447579,[165.28054525],8143.159106126159,0.6368497924159942,-6.7413176023747114,[3313.99586486],[3237.26925419],[3321.12123626],[3213.86317861],[3050.08166245],[2351.12842132],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024],[335.00636612],[525.08141346],[0.06026043],[0.04233729],[0.19176875]
713,20,48.82749276981599,81.66640652075013,1638.4212143994034,2571.6194117712203,[171.83132833],8390.09294169976,0.6371165215582697,-6.665439099656685,[3335.95808718],[3258.03673889],[3342.79572459],[3233.89898525],[3067.56895201],[2361.48764725],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024],[335.00636612],[525.08141346],[0.05974186],[0.04205063],[0.19055751]
723,20,48.39739455051351,81.66640652075013,1652.9815446263765,2593.583159800135,[178.50758703],8639.30211952405,0.6373350853935054,-6.5923837956435545,[3357.92183521],[3278.80931327],[3364.48991318],[3253.95778682],[3085.08335106],[2371.74451363],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024],[335.00636612],[525.08141346],[0.05923202],[0.04176733],[0.18935895]
733,20,47.977839341843875,81.66640652075013,1667.4364893757938,2615.5542540187757,[185.30761693],8890.65907388043,0.6375078960085774,-6.521912982168328,[3379.89292943],[3299.59251308],[3386.20797739],[3274.0435543],[3102.62688372],[2381.90309323],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024],[335.00636612],[525.08141346],[0.05873056],[0.04148727],[0.1881728]
743,20,47.56830975589026,81.66640652075013,1681.7919411167181,2637.5379012651833,[192.23053283],9144.081530137651,0.6376370706597203,-6.453862137011544,[3401.87657668],[3320.39128913],[3407.95367408],[3294.15979677],[3120.20338235],[2391.96834584],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024],[335.00636612],[525.08141346],[0.05823715],[0.04121036],[0.18699862]
753,20,47.16833509911371,81.66640652075013,1696.0530795055174,2659.53877634561,[199.27582042],9399.508674668597,0.6377245162170605,-6.388103043618309,[3423.87745176],[3341.21008526],[3429.73039479],[3314.30968148],[3137.81721919],[2401.94535186],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024],[335.00636612],[525.08141346],[0.0577515],[0.04093652],[0.18583596]
763,20,46.77746232040189,81.66640652075013,1710.2253100444095,2681.561090506599,[206.44165456],9656.816717419964,0.6377722723151963,-6.324446910295982,[3445.89976592],[3362.05290384],[3451.54121065],[3334.49580173],[3155.46907214],[2411.83694341],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024],[335.00636612],[525.08141346],[0.05727333],[0.04066567],[0.18468466]
773,20,46.395290919078086,81.66640652075013,1724.3129295068911,2703.6086491530905,[213.72739549],9915.944691292892,0.6377819992723558,-6.262789324231171,[3467.94732457],[3382.92336085],[3473.38891038],[3354.72134671],[3173.16235193],[2421.64736516],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024],[335.00636612],[525.08141346],[0.0568024],[0.04039772],[0.18354434]
783,20,46.021431452605,81.66640652075013,1738.320549250792,2725.6849007232618,[221.13128876],10176.77844792135,0.6377555046034588,-6.202975633921748,[3490.02357614],[3403.82473255],[3495.27604615],[3374.98862658],[3190.89743098],[2431.37904892],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024],[335.00636612],[525.08141346],[0.05633847],[0.0401326],[0.18241488]
