y',y'',y''
[0.09175613],[0.05599319],[0.26819365]
[0.09073589],[0.05558904],[0.2663246]
[0.08974687],[0.05519146],[0.26448711]
[0.08878651],[0.05480007],[0.26267904]
[0.08785259],[0.05441461],[0.26089887]
[0.0869432],[0.05403455],[0.25914403]
[0.08605666],[0.05365984],[0.25741402]
[0.0851915],[0.05329019],[0.25570727]
[0.08434642],[0.05292536],[0.25402221]
[0.08352025],[0.05256517],[0.25235863]
[0.08271196],[0.05220944],[0.25071527]
[0.08192062],[0.051858],[0.24909166]
[0.08114539],[0.05151073],[0.24748626]
[0.0803855],[0.05116747],[0.2458988]
[0.07964026],[0.05082811],[0.24432894]
[0.07890902],[0.05049254],[0.24277593]
[0.07819121],[0.05016064],[0.24123927]
[0.07748629],[0.04983233],[0.23971848]
[0.07679375],[0.04950751],[0.23821313]
[0.07611315],[0.0491861],[0.23672282]
[0.07544405],[0.04886801],[0.23524717]
