Th,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18
673,[3118.40842933],[3053.07005299],[3163.61413024],[3068.93282615],[2923.8720325],[2098.03280479],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
683,[3147.45568277],[3080.49138221],[3189.89662208],[3093.17460746],[2944.99575004],[2111.1072144],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
693,[3175.80870002],[3107.25833236],[3215.78711637],[3117.05781375],[2965.8056119],[2123.83214554],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
703,[3203.57188421],[3133.47033746],[3241.3415411],[3140.63463479],[2986.34741403],[2136.24378603],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
713,[3230.83071763],[3159.20862839],[3266.60689225],[3163.94889526],[3006.66299792],[2148.37477931],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
723,[3257.65598332],[3184.54050158],[3291.62298677],[3187.03770623],[3026.78482746],[2160.2511723],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
733,[3284.10688035],[3209.52220737],[3316.42381339],[3209.93271831],[3046.74134987],[2171.89582861],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
743,[3310.23336358],[3234.20119306],[3341.03858594],[3232.66112008],[3066.55696119],[2183.3285059],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
753,[3336.07792815],[3258.61780409],[3365.49257362],[3255.2464103],[3086.25685488],[2194.56877285],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
763,[3361.67698896],[3282.80657362],[3389.80776166],[3277.70902743],[3105.85243384],[2205.62778975],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
773,[3387.06195984],[3306.79733746],[3414.00338182],[3300.06683222],[3125.36266469],[2216.52059682],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
783,[3412.26010704],[3330.6159286],[3438.0963417],[3322.33551877],[3144.80156107],[2227.25900567],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
793,[3437.29523065],[3354.2849012],[3462.10157483],[3344.52894023],[3164.18147525],[2237.85351711],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
803,[3462.18821365],[3377.82403619],[3486.03232815],[3366.65937781],[3183.51334315],[2248.31355366],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
813,[3486.95746773],[3401.25076609],[3509.9003996],[3388.73776298],[3202.80688621],[2258.6475873],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
823,[3511.61929819],[3424.58053906],[3533.71633565],[3410.77386221],[3222.06842504],[2268.86200149],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
833,[3536.18820452],[3447.82709114],[3557.48959654],[3432.77643406],[3241.31279409],[2278.96750829],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
843,[3560.67712975],[3471.0026047],[3581.22869523],[3454.75335962],[3260.53991588],[2288.96666219],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
853,[3585.09766849],[3494.11805359],[3604.9413148],[3476.71172934],[3279.75842386],[2298.86645475],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
863,[3609.46024148],[3517.18328949],[3628.63440822],[3498.65797101],[3298.97400548],[2308.67215642],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
873,[3633.7742429],[3540.20718738],[3652.31428345],[3520.59791202],[3318.19324115],[2318.3893248],[125.72676978],[128.55036076],[936.60057074],[939.93854198],[1122.38913075],[1129.52693716],[1363.77647013],[1254.66127389],[1254.66127389],[936.60057074],[936.60057074]
