Th,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18
673,[3248.04874518],[3174.92865221],[3256.16652226],[3153.84562077],[2997.73120184],[2319.37448232],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024]
683,[3270.04904066],[3195.72390535],[3277.8121741],[3173.84144462],[3015.16705545],[2330.07776966],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024]
693,[3292.02863635],[3216.50064483],[3299.46179101],[3193.84614216],[3032.61615327],[2340.66062323],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024]
703,[3313.99586486],[3237.26925419],[3321.12123626],[3213.86317861],[3050.08166245],[2351.12842132],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024]
713,[3335.95808718],[3258.03673889],[3342.79572459],[3233.89898525],[3067.56895201],[2361.48764725],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024]
723,[3357.92183521],[3278.80931327],[3364.48991318],[3253.95778682],[3085.08335106],[2371.74451363],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024]
733,[3379.89292943],[3299.59251308],[3386.20797739],[3274.0435543],[3102.62688372],[2381.90309323],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024]
743,[3401.87657668],[3320.39128913],[3407.95367408],[3294.15979677],[3120.20338235],[2391.96834584],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024]
753,[3423.87745176],[3341.21008526],[3429.73039479],[3314.30968148],[3137.81721919],[2401.94535186],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024]
763,[3445.89976592],[3362.05290384],[3451.54121065],[3334.49580173],[3155.46907214],[2411.83694341],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024]
773,[3467.94732457],[3382.92336085],[3473.38891038],[3354.72134671],[3173.16235193],[2421.64736516],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024]
783,[3490.02357614],[3403.82473255],[3495.27604615],[3374.98862658],[3190.89743098],[2431.37904892],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024]
793,[3512.13165367],[3424.75999541],[3517.20490502],[3395.29925829],[3208.67710657],[2441.03565643],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024]
803,[3534.27441031],[3445.73186006],[3539.17762091],[3415.65551483],[3226.50342738],[2450.62034835],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024]
813,[3556.45444977],[3466.74279811],[3561.19613325],[3436.05920745],[3244.37803331],[2460.13586632],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024]
823,[3578.67415251],[3487.79476487],[3583.26222097],[3456.51199702],[3262.30236847],[2469.5848516],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024]
833,[3600.93571561],[3508.89079458],[3605.37751782],[3477.01540878],[3280.27794503],[2478.96985786],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024]
843,[3623.24110096],[3530.03176578],[3627.54352572],[3497.57084537],[3298.30596676],[2488.29319406],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024]
853,[3645.59216431],[3551.21978214],[3649.76162643],[3518.17959726],[3316.38760657],[2497.55707685],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024]
863,[3667.99059203],[3572.4564442],[3672.0330918],[3538.84285222],[3334.52394545],[2506.76360356],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024]
873,[3690.4379349],[3593.74322347],[3694.35909277],[3559.56170375],[3352.71598002],[2515.91476096],[125.72676978],[126.35319764],[641.12979024],[641.81135094],[762.93247701],[764.33867541],[908.51464951],[844.72108112],[844.72108112],[641.12979024],[641.12979024]
