y',y'',y''
[0.13025378],[0.066443],[0.32663345]
[0.12829755],[0.06598089],[0.324171]
[0.12644387],[0.06552504],[0.32176625]
[0.1246798],[0.06507533],[0.31941434]
[0.12299486],[0.06463158],[0.31711054]
[0.12138041],[0.06419361],[0.31485123]
[0.11982926],[0.06376122],[0.31263312]
[0.11833534],[0.06333421],[0.31045335]
[0.11689352],[0.06291239],[0.30830883]
[0.11549938],[0.06249557],[0.30619835]
[0.11414912],[0.0620836],[0.30411954]
[0.11283943],[0.06167631],[0.30207066]
[0.11156739],[0.06127355],[0.30005018]
[0.11033046],[0.06087519],[0.29805672]
[0.10912638],[0.06048109],[0.29608905]
[0.10795311],[0.06009113],[0.29414635]
[0.10680886],[0.05970521],[0.29222672]
[0.10569199],[0.05932322],[0.29033014]
[0.10460105],[0.05894506],[0.28845549]
[0.1035347],[0.05857065],[0.286602]
[0.10249172],[0.0581999],[0.28476881]
