y',y'',y''
[0.04879969],[0.03612472],[0.1522282]
[0.04840663],[0.03588363],[0.15128956]
[0.04801931],[0.03564517],[0.15035993]
[0.04763752],[0.03540929],[0.14943907]
[0.04726112],[0.03517591],[0.14852677]
[0.04688992],[0.03494499],[0.14762282]
[0.04652377],[0.03471645],[0.14672698]
[0.04616254],[0.03449026],[0.14583912]
[0.04580609],[0.03426635],[0.14495905]
[0.04545429],[0.03404469],[0.14408674]
[0.04510704],[0.03382523],[0.14322196]
[0.04476421],[0.03360793],[0.14236458]
[0.04442571],[0.03339275],[0.14151448]
[0.04409142],[0.03317964],[0.14067154]
[0.04376127],[0.03296859],[0.13983565]
[0.04343514],[0.03275954],[0.13900669]
[0.04311297],[0.03255247],[0.13818456]
[0.04279467],[0.03234734],[0.13736917]
[0.04248015],[0.03214414],[0.13656043]
[0.04216935],[0.03194281],[0.13575824]
[0.04186226],[0.03174335],[0.13496251]
