Th,P1,m.,m.cw,W_net,Q_in,Q_out per unit mass,Q_out_steam,thermal eff,BWR,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,y',y'',y'''
673,80,85.27360656281503,43.56335762525486,938.1566374945062,2045.0704296910476,[29.52054948],2517.3237219463454,0.45874050295482255,-6.470742222639711,[3138.98121398],[3072.41209383],[3177.87784426],[3082.00156495],[2935.17876773],[2118.33469559],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.12016552],[0.06429094],[0.31419471]
683,80,83.58575812130324,43.56335762525486,957.1008482557587,2072.816169828626,[35.98837484],3008.115594791993,0.4617393776578311,-6.273550734117212,[3166.72695412],[3098.60628568],[3203.35875038],[3105.50680142],[2955.65845848],[2130.99859075],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.11849538],[0.06383209],[0.31186293]
693,80,82.00839029733342,43.56335762525486,975.5099412383086,2100.015657134127,[42.53113225],3487.909693563514,0.46452508005086895,-6.101804804115739,[3193.92644142],[3124.28652855],[3228.52655721],[3128.72669406],[2975.88966663],[2143.35784139],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.11690247],[0.0633806],[0.30958262]
703,80,80.52744544451006,43.56335762525486,993.450115776074,2126.7486585840493,[49.15367765],3958.220094967626,0.46712154337856504,-5.950339758872913,[3220.65944287],[3149.52875157],[3253.42580343],[3151.7028046],[2995.90978026],[2155.44258658],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.11537793],[0.06293609],[0.30734942]
713,80,79.13143440248174,43.56335762525486,1010.9762397721811,2153.0812784255672,[55.85988434],4420.272773093139,0.4695485720406495,-5.815315382976451,[3246.99206271],[3174.39579514],[3278.0942099],[3174.47030847],[3015.75011888],[2167.27835084],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.11391443],[0.06249823],[0.30515962]
723,80,77.81084945344463,43.56335762525486,1028.1342584219592,2179.0688356948503,[62.65326696],4875.103923512441,0.4718227536369281,-5.6938442464645584,[3272.97961998],[3198.9402462],[3302.56396284],[3197.05920128],[3035.4384382],[2178.88773236],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.11250588],[0.06206667],[0.30300985]
733,80,76.55773741965507,43.56335762525486,1044.9629612416052,2204.758031368007,[69.53655769],5323.561524875348,0.4739581153008556,-5.583682807266627,[3298.66881565],[3223.20647429],[3326.86271492],[3219.49523336],[3054.99797153],[2190.28991652],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.11114712],[0.06164113],[0.30089728]
743,80,75.3653062737265,43.56335762525486,1061.4963828242176,2230.1886049380737,[76.51081295],5766.26085114792,0.4759670910674806,-5.482969690836843,[3324.09938922],[3247.23222132],[3351.01437463],[3241.79725535],[3074.44545052],[2201.49972753],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.10983378],[0.06122141],[0.29881986]
753,80,74.22804158872728,43.56335762525486,1077.7598100089076,2255.3946173662503,[83.58250724],6204.165823608062,0.4778586424345854,-5.390660188781028,[3349.30540165],[3271.04980876],[3375.03973456],[3263.99479984],[3093.81127053],[2212.53926212],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.1085621],[0.06080701],[0.29677372]
763,80,73.14078852109809,43.56335762525486,1093.7809342446906,2280.4054562931515,[90.74744031],6637.339340595638,0.4796431841654401,-5.305204944297825,[3374.31624058],[3294.68714001],[3398.95697573],[3286.09456993],[3113.09462582],[2223.41231108],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.10732882],[0.06039795],[0.29475908]
773,80,72.0993513925719,43.56335762525486,1109.5800233265632,2305.2466319022833,[98.00895248],7066.381904791522,0.4813281182026674,-5.2258343000096605,[3399.15741619],[3318.16839988],[3422.78207586],[3308.11480318],[3132.31483528],[2234.13380096],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.10613113],[0.05999394],[0.29277342]
783,80,71.1000042874339,43.56335762525486,1125.175740870371,2329.9404130222183,[105.36801527],7491.666337513268,0.4829203934064907,-5.151786382544054,[3423.85119731],[3341.51469821],[3446.5291421],[3330.06859406],[3151.48359365],[2244.71393587],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.10496652],[0.05959479],[0.29081526]
793,80,70.13947613207897,43.56335762525486,1140.584509775248,2354.5063399460146,[112.82540238],7913.514617373639,0.4844261790356445,-5.082427039940923,[3448.41712423],[3364.74455013],[3470.21068417],[3351.96754735],[3170.61125125],[2255.16185809],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.10383282],[0.05920033],[0.28888326]
803,80,69.21487824111237,43.56335762525486,1155.8208586500332,2378.9616411552506,[120.38171691],8332.2058780959,0.4858509858480751,-5.0172238962314735,[3472.87242544],[3387.87427313],[3493.83784007],[3373.82198936],[3189.70700632],[2265.48579969],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.10272808],[0.0588104],[0.28697622]
813,80,68.32363318625076,43.56335762525486,1170.8979202250468,2403.3215744506556,[128.03637916],8747.91060388852,0.4871998540156605,-4.955684781648211,[3497.23235874],[3410.91831208],[3517.42056361],[3395.64114342],[3208.77640604],[2275.69178174],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.10165056],[0.05842484],[0.28509338]
823,80,67.463492711003,43.56335762525486,1185.8265379573559,2427.599708115203,[135.79286913],9161.061236677737,0.4884769651245492,-4.897550825072061,[3521.5104924],[3433.88952997],[3540.96778121],[3417.43327642],[3227.83477351],[2285.79079443],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.10059872],[0.05804353],[0.28323279]
833,80,66.63236736179972,43.56335762525486,1200.6177052905362,2451.808154135219,[143.64830293],9571.626491603269,0.4896866434127706,-4.842367573628552,[3545.71893842],[3456.79936486],[3564.48752366],[3439.2058267],[3246.8807366],[2295.78473108],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.09957114],[0.05766634],[0.28139454]
843,80,65.82842442294849,43.56335762525486,1215.2804916915368,2475.957762817028,[151.60387453],9979.844196928982,0.49083248104719196,-4.789892239624643,[3569.8685471],[3479.65806399],[3587.98703745],[3460.96549623],[3265.92289873],[2305.68062369],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.09856657],[0.05729316],[0.27957751]
853,80,65.0500115547711,43.56335762525486,1229.8229944608272,2500.058286109081,[159.66070182],10385.930498007256,0.4919177289961664,-4.739912802430362,[3593.9690704],[3502.47485087],[3611.47287925],[3482.71834355],[3284.96912083],[2315.48487573],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.09758385],[0.05692388],[0.27778066]
863,80,64.29557265612803,43.56335762525486,1244.2536351276308,2524.1185153957636,[167.81572591],10789.808197897828,0.4929458056499145,-4.692108558737884,[3618.02929968],[3525.25803432],[3634.95099655],[3504.4698671],[3304.01679887],[2325.19837893],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.09662194],[0.0565584],[0.27600421]
873,80,63.563775697505854,43.56335762525486,1258.5784768468227,2548.1463983437584,[176.07199054],11191.800513517015,0.4939192181677129,-4.646395379468874,[3642.05718263],[3548.01512173],[3658.42679666],[3526.22506293],[3323.07781652],[2334.82930576],[125.72676978],[128.23648031],[908.88315989],[911.82373259],[1087.65168781],[1093.91078429],[1317.23383699],[1213.95012734],[1213.95012734],[908.88315989],[908.88315989],[335.00636612],[525.08141346],[0.09567988],[0.05619663],[0.27424665]
