y',y'',y''
[0.14089145],[0.0683036],[0.33796633]
[0.13859947],[0.06784942],[0.33538792]
[0.13644316],[0.06739903],[0.33287237]
[0.13440381],[0.06695284],[0.3304145]
[0.13246651],[0.06651109],[0.32800854]
[0.13061918],[0.06607386],[0.32565131]
[0.12885187],[0.06564117],[0.32333881]
[0.12715628],[0.065213],[0.32106784]
[0.12552547],[0.06478928],[0.31883499]
[0.12395351],[0.06436996],[0.31663881]
[0.12243536],[0.06395493],[0.31447668]
[0.12096664],[0.06354411],[0.31234701]
[0.11954355],[0.06313741],[0.31024737]
[0.11816277],[0.06273475],[0.30817659]
[0.11682138],[0.06233602],[0.30613331]
[0.11551679],[0.06194115],[0.30411674]
[0.11424668],[0.06155006],[0.30212465]
[0.113009],[0.06116267],[0.30015661]
[0.11180189],[0.0607789],[0.29821205]
[0.11062367],[0.06039868],[0.29628985]
[0.10947284],[0.06002195],[0.29438926]
