y',y'',y''
[0.12016552],[0.06429094],[0.31419471]
[0.11849538],[0.06383209],[0.31186293]
[0.11690247],[0.0633806],[0.30958262]
[0.11537793],[0.06293609],[0.30734942]
[0.11391443],[0.06249823],[0.30515962]
[0.11250588],[0.06206667],[0.30300985]
[0.11114712],[0.06164113],[0.30089728]
[0.10983378],[0.06122141],[0.29881986]
[0.1085621],[0.06080701],[0.29677372]
[0.10732882],[0.06039795],[0.29475908]
[0.10613113],[0.05999394],[0.29277342]
[0.10496652],[0.05959479],[0.29081526]
[0.10383282],[0.05920033],[0.28888326]
[0.10272808],[0.0588104],[0.28697622]
[0.10165056],[0.05842484],[0.28509338]
[0.10059872],[0.05804353],[0.28323279]
[0.09957114],[0.05766634],[0.28139454]
[0.09856657],[0.05729316],[0.27957751]
[0.09758385],[0.05692388],[0.27778066]
[0.09662194],[0.0565584],[0.27600421]
[0.09567988],[0.05619663],[0.27424665]
