Th,P1,m.,m.cw,W_net,Q_in,Q_out per unit mass,Q_out_steam,thermal eff,BWR,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,y',y'',y'''
673,10,43.87823166293412,123.6835325030031,1823.227531468173,2622.7240812423815,[172.61404709],7573.999146442473,0.6951655892847532,-7.53018400442213,[3264.18977354],[3190.24380481],[3268.12878525],[3165.12066119],[3008.31814719],[2408.58868218],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04879969],[0.03612472],[0.1522282]
683,10,43.5293575007134,123.6835325030031,1837.8401288989594,2644.0288115182475,[178.78461082],7782.379240065263,0.6950908102410728,-7.446056829573195,[3285.49450382],[3210.38734928],[3289.26962289],[3184.65985288],[3025.373213],[2419.03582389],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04840663],[0.03588363],[0.15128956]
693,10,43.18835738418092,123.6835325030031,1852.351069719139,2665.360180763536,[185.09080921],7993.7680166854,0.6949721403838572,-7.364654285870442,[3306.82587306],[3230.55932283],[3310.44762195],[3204.23804537],[3042.46818261],[2429.38215077],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04801931],[0.03564517],[0.15035993]
703,10,42.85487116135045,123.6835325030031,1866.7656168839367,2686.721916149136,[191.53092702],8208.033201021006,0.6948116236605393,-7.285812268948467,[3328.18760845],[3250.76399147],[3331.66554446],[3223.85783345],[3059.60548514],[2439.63212756],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04763752],[0.03540929],[0.14943907]
713,10,42.528564850849804,123.6835325030031,1881.0886349107886,2708.117321622222,[198.10321848],8425.045574487256,0.6946112045780849,-7.209375159268682,[3349.58301392],[3271.00374554],[3352.92588144],[3243.52149413],[3076.78708437],[2449.78977108],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04726112],[0.03517591],[0.14852677]
723,10,42.20913009587582,123.6835325030031,1895.3245380391447,2729.5494121022602,[204.80613407],8644.688757516096,0.6943726791080117,-7.1352122443336645,[3371.0151044],[3291.28173659],[3374.23088766],[3263.23128135],[3094.01509612],[2459.85903181],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04688992],[0.03494499],[0.14762282]
733,10,41.89628404553006,123.6835325030031,1909.4772202962292,2751.020897518369,[211.638502],8866.866794605636,0.6940976791629331,-7.063223870334619,[3392.48658982],[3311.60055005],[3395.58261088],[3282.98904616],[3111.2922695],[2469.84407219],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04652377],[0.03471645],[0.14672698]
743,10,41.58975454013464,123.6835325030031,1923.5506649311667,2772.5342342842596,[218.59852849],9091.459142593028,0.6937878858789777,-6.993275995861454,[3413.99992658],[3331.96252957],[3416.98291658],[3302.79654246],[3128.61942827],[2479.74779889],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04616254],[0.03449026],[0.14583912]
753,10,41.28929352465692,123.6835325030031,1937.5482884497897,2794.0916556359934,[225.68497286],9318.373088521315,0.6934447853711382,-6.925276607399363,[3435.55734793],[3352.36980598],[3438.43350888],[3322.65537296],[3145.99854595],[2489.57365863],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04580609],[0.03426635],[0.14495905]
763,10,40.99465571847603,123.6835325030031,1951.4738835565952,2815.6951973749756,[232.89564365],9547.47672956418,0.693070004656726,-6.859083257148999,[3457.16088967],[3372.82432193],[3459.93594828],[3342.56700594],[3163.42899056],[2499.32351874],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04545429],[0.03404469],[0.14408674]
773,10,40.70562760416302,123.6835325030031,1965.3302186604365,2837.3467197963732,[240.22971392],9778.701274101546,0.6926648072116761,-6.794639809643804,[3478.81241209],[3393.32785286],[3481.4916669],[3362.53278949],[3180.91330605],[2509.00093194],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04510704],[0.03382523],[0.14322196]
783,10,40.42200210121575,123.6835325030031,1979.1201781564866,2859.0479264384594,[247.68588661],10011.959428946024,0.6922305008793237,-6.731864977435736,[3500.51361874],[3413.8820248],[3503.10198146],[3382.55396368],[3198.45263417],[2518.60855375],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04476421],[0.03360793],[0.14236458]
793,10,40.143584250970505,123.6835325030031,1992.8464658226408,2880.800380172924,[255.26290975],10247.168123509864,0.6917683292248862,-6.670683409427178,[3522.26607247],[3434.48833029],[3524.76810446],[3402.63167103],[3216.04802839],[2528.14889628],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04442571],[0.03339275],[0.14151448]
803,10,39.8701901589234,123.6835325030031,2006.5116238753403,2902.605517063468,[262.95957082],10484.248092860113,0.6912794770352757,-6.611025101466832,[3544.07120936],[3455.1481401],[3546.49115378],[3422.7669655],[3233.7004622],[2537.62434298],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04409142],[0.03317964],[0.14067154]
813,10,39.60164634458846,123.6835325030031,2020.1180350910322,2924.4646583453355,[270.77470503],10723.12410761713,0.6907650702245165,-6.552824653272982,[3565.93035064],[3475.86271595],[3568.27216107],[3442.96082075],[3251.4108281],[2547.03713905],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04376127],[0.03296859],[0.13983565]
823,10,39.337788703055395,123.6835325030031,2033.6679472221158,2946.3790208178634,[278.70718614],10963.724398484619,0.6902261836827785,-6.49602159658245,[3587.84471312],[3496.63322013],[3590.11207893],[3463.21413537],[3269.17997776],[2556.38944175],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04343514],[0.03275954],[0.13900669]
833,10,39.0784618014065,123.6835325030031,2047.1634837254692,2968.3497258928937,[286.75591638],11205.980124410686,0.6896638444816918,-6.440558820735601,[3609.81541819],[3517.46072398],[3612.01178726],[3483.52774037],[3287.008674],[2565.68328363],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04311297],[0.03255247],[0.13818456]
843,10,38.82351836455391,123.6835325030031,2060.6066469503817,2990.377807501671,[294.9198365],11449.825688295825,0.6890790326831403,-6.386383015611492,[3631.8434998],[3538.34621539],[3633.97209876],[3503.90240368],[3304.89763272],[2574.9206038],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04279467],[0.03234734],[0.13736917]
853,10,38.57281864075519,123.6835325030031,2073.9993295557033,3012.4642190297745,[303.19791962],11695.19836586716,0.6884726850709871,-6.3334441475108,[3653.92991133],[3559.29060533],[3655.99376376],[3524.33883463],[3322.84751715],[2584.10324907],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04248015],[0.03214414],[0.13656043]
863,10,38.326229875633466,123.6835325030031,2087.34332230422,3034.609839422452,[311.58916931],11942.038129835697,0.6878456977195737,-6.281695178860064,[3676.07553172],[3580.29473372],[3678.07747452],[3544.83768794],[3340.85894134],[2593.23297978],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04216935],[0.03194281],[0.13575824]
873,10,38.08362473136984,123.6835325030031,2100.6403819041743,3056.815478580246,[320.09259127],12190.286125238292,0.6871989482596536,-6.231086577276721,[3698.28117088],[3601.35376638],[3700.22386899],[3565.39956717],[3358.93247333],[2602.31147514],[125.72676978],[126.03931719],[537.13513374],[537.46734642],[640.78563777],[641.4656923],[762.52531097],[709.49803021],[709.49803021],[537.13513374],[537.13513374],[335.00636612],[525.08141346],[0.04186226],[0.03174335],[0.13496251]
