Th,P1,m.,m.cw,W_net,Q_in,Q_out per unit mass,Q_out_steam,thermal eff,BWR,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,y',y'',y'''
773,40,55.33479729999953,58.393553338414264,1445.7448821268326,2534.016392013944,[168.41139214],9319.010246842676,0.5705349368232805,-5.734629745525535,[3445.71565764],[3361.94893924],[3456.90429571],[3339.44161761],[3159.50688005],[2331.18273909],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07469704],[0.04893297],[0.23264637]
783,40,54.78588276907941,58.393553338414264,1460.2301899048925,2556.8924356006737,[175.78308753],9630.431626421561,0.5710956665886692,-5.67366263541239,[3468.59170123],[3383.59576623],[3479.37236921],[3360.2334401],[3177.68423198],[2341.17908525],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07401626],[0.04860498],[0.23116073]
793,40,54.25168435110293,58.393553338414264,1474.6085943112955,2579.7558242078157,[183.26633836],9942.507540951254,0.5716078167064955,-5.615096372226249,[3491.45508983],[3405.23466145],[3501.85098379],[3381.04030591],[3195.88231312],[2351.08407792],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07334802],[0.04828075],[0.22969106]
803,40,53.731417269198175,58.393553338414264,1488.886838759424,2602.6129804717357,[190.85959626],10255.156606560406,0.5720738542115303,-5.558702244445941,[3514.3122461],[3426.87171105],[3524.34464921],[3401.86640364],[3214.10225691],[2360.90068677],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07269179],[0.04796019],[0.22823712]
813,40,53.2243830617594,58.393553338414264,1503.0704988570985,2625.4696996346784,[198.56299762],10568.39304697414,0.5724958467683873,-5.504353170697527,[3537.16896526],[3448.51240643],[3546.85745627],[3422.71553153],[3232.34929117],[2370.63405313],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07204709],[0.04764317],[0.22679826]
823,40,52.72994842282331,58.393553338414264,1517.1643893619528,2648.3312253597023,[206.37709459],10882.253553339191,0.572875618742096,-5.4519484016501165,[3560.03049099],[3470.1617085],[3569.39312446],[3443.59114354],[3250.62906947],[2380.28927164],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07141348],[0.04732962],[0.22537382]
833,40,52.247467198011705,58.393553338414264,1531.174701671365,2671.202314311492,[214.2981298],11196.534507076174,0.5732155492183408,-5.4012310754034205,[3582.90157994],[3491.82412073],[3591.95504297],[3464.49638304],[3268.93675515],[2389.86583323],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07079054],[0.04701943],[0.22396411]
843,40,51.77643108770781,58.393553338414264,1545.1045643621565,2694.087291412159,[222.32870801],11511.387028913407,0.5735168898526147,-5.3522129845067665,[3605.78655704],[3513.50373635],[3614.54630595],[3485.43412018],[3287.28250281],[2399.37099663],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.07017789],[0.04671252],[0.22256807]
853,40,51.316310785804966,58.393553338414264,1558.9585216661653,2716.990097320874,[230.46720925],11826.726935874389,0.573781451468446,-5.304747897122828,[3628.68936295],[3535.20428368],[3637.16974301],[3506.40697934],[3305.66614924],[2408.80649284],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.06957518],[0.04640883],[0.22118559]
863,40,50.86662528884071,58.393553338414264,1572.7404667742067,2739.914329400154,[238.71295534],12142.522450825192,0.5740108184764028,-5.258741972252108,[3651.61359503],[3556.92916516],[3659.82794572],[3527.41736338],[3324.08984147],[2418.17529004],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.06898207],[0.04610827],[0.21981635]
873,40,50.42693675341733,58.393553338414264,1586.4536922239,2762.863277203487,[247.06558342],12458.760549166002,0.5742063696433345,-5.214108792489174,[3674.56254283],[3578.68149114],[3682.52329071],[3548.46747511],[3342.55554794],[2427.47981747],[125.72676978],[126.98095853],[763.13581827],[764.54359092],[908.76036926],[911.69926563],[1087.498372],[1008.45397038],[1008.45397038],[763.13581827],[763.13581827],[335.00636612],[525.08141346],[0.06839827],[0.04581078],[0.21846007]
