Th,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18
673,[3196.33735193],[3126.30800968],[3218.49474767],[3119.21215692],[2967.39225246],[2192.40046552],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642]
683,[3220.82911911],[3149.43899898],[3241.86928872],[3140.78561382],[2986.18893485],[2203.98620933],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642]
693,[3245.09946288],[3172.36398545],[3265.11802964],[3162.24738186],[3004.89181073],[2215.37497645],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642]
703,[3269.1804537],[3195.11347929],[3288.26103554],[3183.61618788],[3023.51782537],[2226.58219463],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642]
713,[3293.09953021],[3217.71357016],[3311.31569126],[3204.90491309],[3042.07871585],[2237.61966557],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642]
723,[3316.88032333],[3240.18671577],[3334.2971447],[3226.13767332],[3060.59584661],[2248.50442453],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642]
733,[3340.54330919],[3262.55236975],[3357.21866438],[3247.31682942],[3079.07179107],[2259.24200167],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642]
743,[3364.10633109],[3284.82747359],[3380.09192987],[3268.45658542],[3097.51912762],[2269.84350244],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642]
753,[3387.58502008],[3307.02686248],[3402.92726935],[3289.56654924],[3115.95054919],[2280.31969944],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642]
763,[3410.99313649],[3329.16359047],[3425.73385504],[3310.65524869],[3134.36662573],[2290.67430896],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642]
773,[3434.34284911],[3351.2491969],[3448.51986507],[3331.73028327],[3152.7773228],[2300.91508283],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642]
783,[3457.64496495],[3373.29392564],[3471.29261817],[3352.79845052],[3171.18546097],[2311.04877808],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642]
793,[3480.90911948],[3395.30690655],[3494.05868644],[3373.86585166],[3189.60418567],[2321.08321316],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642]
803,[3504.14393509],[3417.29630652],[3516.82399024],[3394.93798048],[3208.03474105],[2331.02223738],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642]
813,[3527.35715378],[3439.26946172],[3539.59387841],[3416.01979835],[3226.4788727],[2340.86935058],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642]
823,[3550.55574882],[3461.23296632],[3562.37319638],[3437.11579931],[3244.94261907],[2350.63001324],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642]
833,[3573.7460193],[3483.19277937],[3585.16634434],[3458.23006141],[3263.42936343],[2360.30818434],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642]
843,[3596.93367042],[3505.15429823],[3607.97732708],[3479.36629348],[3281.94254599],[2369.90772462],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642]
853,[3620.12388212],[3527.12242128],[3630.80979683],[3500.52787853],[3300.48517899],[2379.43215086],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642]
863,[3643.3213679],[3549.1016042],[3653.66709036],[3521.71790608],[3319.06001254],[2388.88473674],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642]
873,[3666.53042555],[3571.09590824],[3676.55226115],[3542.93920222],[3337.66956179],[2398.26853297],[125.72676978],[127.29483897],[807.11094642],[808.89277075],[962.13470201],[965.87359097],[1154.63087219],[1069.14544856],[1069.14544856],[807.11094642],[807.11094642]
