Th,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18
673,[3158.79403462],[3091.03368896],[3191.76805285],[3094.72613579],[2946.18781919],[2140.37488499],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393]
683,[3185.35489597],[3116.11158867],[3216.49966393],[3117.54350982],[2966.06709229],[2152.65513402],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393]
693,[3211.49542135],[3140.79496791],[3240.98821216],[3140.14051112],[2985.75579962],[2164.67075498],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393]
703,[3237.27576743],[3165.141071],[3265.26863191],[3162.54973946],[3005.28334784],[2176.4461948],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393]
713,[3262.74634836],[3189.19783188],[3289.3707367],[3184.79899678],[3024.67433748],[2188.00222623],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393]
723,[3287.94977476],[3213.00574985],[3313.32014328],[3206.91215482],[3043.95126054],[2199.357677],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393]
733,[3312.9223413],[3236.59930725],[3337.13900112],[3228.90625188],[3063.12907939],[2210.526363],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393]
743,[3337.69518232],[3260.00806386],[3360.84657358],[3250.80997686],[3082.23326725],[2221.52767742],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393]
753,[3362.29517964],[3283.25754463],[3384.45970476],[3272.62823315],[3101.27265519],[2232.37087915],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393]
763,[3386.74568278],[3306.36989748],[3407.99319758],[3294.37836546],[3120.2555698],[2243.06466452],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393]
