y',y'',y''
[0.07257692],[0.04831366],[0.22514593]
[0.07188154],[0.04797399],[0.22365802]
[0.07120161],[0.04763895],[0.22218934]
[0.07053598],[0.04730843],[0.2207393]
[0.06988407],[0.04698229],[0.21930722]
[0.06924509],[0.0466603],[0.21789217]
[0.06861839],[0.04634232],[0.21649347]
[0.06800338],[0.04602819],[0.21511049]
[0.06739953],[0.04571779],[0.21374231]
[0.06680636],[0.045411],[0.21238928]
[0.06622343],[0.04510771],[0.21105023]
[0.06565035],[0.04480781],[0.20972464]
[0.06508673],[0.04451123],[0.20841266]
[0.06453224],[0.04421786],[0.20711367]
[0.06398655],[0.04392763],[0.20582736]
[0.06344938],[0.04364046],[0.20455341]
[0.06292045],[0.04335629],[0.20329152]
[0.0623995],[0.04307504],[0.20204141]
[0.06188628],[0.04279666],[0.20080289]
[0.06138058],[0.04252107],[0.19957566]
[0.06088218],[0.04224824],[0.19835954]
