y',y'',y''
[0.08235725],[0.05245332],[0.24854086]
[0.08150647],[0.05207862],[0.24685195]
[0.08067797],[0.05170962],[0.24518844]
[0.07987031],[0.05134608],[0.24354904]
[0.0790817],[0.05098758],[0.24193179]
[0.07831131],[0.05063403],[0.24033617]
[0.07755796],[0.05028516],[0.23876092]
[0.07682066],[0.04994079],[0.23720515]
[0.07609858],[0.04960073],[0.2356676]
[0.07539094],[0.04926484],[0.23414824]
[0.07469704],[0.04893297],[0.23264637]
[0.07401626],[0.04860498],[0.23116073]
[0.07334802],[0.04828075],[0.22969106]
[0.07269179],[0.04796019],[0.22823712]
[0.07204709],[0.04764317],[0.22679826]
[0.07141348],[0.04732962],[0.22537382]
[0.07079054],[0.04701943],[0.22396411]
[0.07017789],[0.04671252],[0.22256807]
[0.06957518],[0.04640883],[0.22118559]
[0.06898207],[0.04610827],[0.21981635]
[0.06839827],[0.04581078],[0.21846007]
