Th,P1,m.,m.cw,W_net,Q_in,Q_out per unit mass,Q_out_steam,thermal eff,BWR,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,y',y'',y'''
673,70,78.88783265947168,45.99085587858819,1014.0980846226199,2103.417739191324,[45.63998347],3600.4393789471856,0.4821192032983891,-6.414128332646791,[3158.79403462],[3091.03368896],[3191.76805285],[3094.72613579],[2946.18781919],[2140.37488499],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393],[335.00636612],[525.08141346],[0.11048363],[0.06184817],[0.30049682]
683,70,77.5020237727243,45.99085587858819,1032.2311096623882,2129.9786005478045,[52.046834],4033.7349659417823,0.4846204132740634,-6.250824360152508,[3185.35489597],[3116.11158867],[3216.49966393],[3117.54350982],[2966.06709229],[2152.65513402],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393],[335.00636612],[525.08141346],[0.10905982],[0.06140114],[0.29830792]
693,70,76.19597266448655,45.99085587858819,1049.9242571817242,2156.119125927835,[58.5390907],4460.442955109119,0.4869509502309684,-6.105590982430851,[3211.49542135],[3140.79496791],[3240.98821216],[3140.14051112],[2985.75579962],[2164.67075498],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393],[335.00636612],[525.08141346],[0.1076938],[0.0609617],[0.29616381]
703,70,74.96053751970975,45.99085587858819,1067.228206294081,2181.8994720044534,[65.12028713],4881.451726866222,0.48912803728470894,-5.9751569930457515,[3237.27576743],[3165.141071],[3265.26863191],[3162.54973946],[3005.28334784],[2176.4461948],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393],[335.00636612],[525.08141346],[0.10637955],[0.06052938],[0.29406089]
713,70,73.78811141622892,45.99085587858819,1084.1854936323095,2207.3700529365615,[71.79313024],5297.479493408058,0.49116616952828995,-5.857004452774961,[3262.74634836],[3189.19783188],[3289.3707367],[3184.79899678],[3024.67433748],[2188.00222623],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393],[335.00636612],[525.08141346],[0.10511206],[0.06010378],[0.29199611]
723,70,72.67230025650723,45.99085587858819,1100.8320875715865,2232.5734793370325,[78.56028236],5709.156427834556,0.49307765131138304,-5.749200343849748,[3287.94977476],[3213.00574985],[3313.32014328],[3206.91215482],[3043.95126054],[2199.357677],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393],[335.00636612],[525.08141346],[0.10388706],[0.05968454],[0.28996665]
733,70,71.6076076408103,45.99085587858819,1117.19973108565,2257.5460458736875,[85.42236364],6116.891099447401,0.49487350795243035,-5.650085592676322,[3312.9223413],[3236.59930725],[3337.13900112],[3228.90625188],[3063.12907939],[2210.526363],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393],[335.00636612],[525.08141346],[0.10270095],[0.05927141],[0.28797061]
743,70,70.58957974517861,45.99085587858819,1133.311747835758,2282.318886896871,[92.38422352],6521.363513235995,0.49656152536013604,-5.558715007509636,[3337.69518232],[3260.00806386],[3360.84657358],[3250.80997686],[3082.23326725],[2221.52767742],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393],[335.00636612],[525.08141346],[0.10155059],[0.05886383],[0.2860048]
753,70,69.61401806674574,45.99085587858819,1149.1938293706335,2306.918884215179,[99.44525474],6922.783760259305,0.49815094810392213,-5.4738603868015625,[3362.29517964],[3283.25754463],[3384.45970476],[3272.62823315],[3101.27265519],[2232.37087915],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393],[335.00636612],[525.08141346],[0.10043328],[0.05846182],[0.28406801]
763,70,68.67747223072956,45.99085587858819,1164.86523748619,2331.369387354979,[106.60496164],7321.359292430034,0.49964850864228366,-5.3946515135731445,[3386.74568278],[3306.36989748],[3407.99319758],[3294.37836546],[3120.2555698],[2243.06466452],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393],[335.00636612],[525.08141346],[0.09934668],[0.05806504],[0.28215921]
773,70,67.77689398458467,45.99085587858819,1180.3432600230306,2355.69079026321,[113.8652181],7717.4308158747845,0.5010603534647883,-5.320462691979222,[3411.06708569],[3329.36446182],[3431.46012205],[3316.0725135],[3139.19601125],[2253.62061075],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393],[335.00636612],[525.08141346],[0.09828869],[0.05767328],[0.28027655]
783,70,66.90958993532541,45.99085587858819,1195.6432564797922,2379.90099693088,[121.22660766],8111.2226074794125,0.5023920146349338,-5.250717918026772,[3435.27729236],[3352.25820828],[3454.87206836],[3337.72143613],[3158.1035918],[2264.04747356],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393],[335.00636612],[525.08141346],[0.09725749],[0.05728633],[0.27841878]
793,70,66.07317346063797,45.99085587858819,1210.7788351903318,2404.015800233075,[128.68955672],8502.927404021266,0.503648451508906,-5.184931167647183,[3459.39209566],[3375.06609998],[3478.23935604],[3359.33470723],[3176.98685414],[2274.35314994],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393],[335.00636612],[525.08141346],[0.09625146],[0.05690404],[0.27658478]
803,70,65.26550445572657,45.99085587858819,1225.7623788730339,2428.049192366284,[136.25323028],8892.635808016255,0.50483424418533,-5.1226416673391695,[3483.42548779],[3397.80138836],[3501.57120774],[3380.9208784],[3195.85051957],[2284.54322345],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393],[335.00636612],[525.08141346],[0.09526913],[0.05652622],[0.27477385]
813,70,64.48471596304009,45.99085587858819,1240.6040533054781,2452.0136209318234,[143.92053497],9280.674818668254,0.5059531654779386,-5.06360992328715,[3507.38991636],[3420.47585722],[3524.87589453],[3402.48761491],[3214.70833874],[2294.62791132],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393],[335.00636612],[525.08141346],[0.09430919],[0.05615275],[0.27298426]
823,70,63.72908274835103,45.99085587858819,1255.3138465196248,2475.9202015035867,[151.6902825],9667.082565443552,0.5070090085121858,-5.007473319596,[3531.29649693],[3443.10004567],[3548.16085797],[3424.04180982],[3233.56306301],[2304.61127837],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393],[335.00636612],[525.08141346],[0.09337047],[0.05578347],[0.27121559]
833,70,62.997048576120314,45.99085587858819,1269.9007621497499,2499.778895113497,[159.56153337],10051.905668822337,0.508005233835728,-4.953930335571834,[3555.15519054],[3465.68334903],[3571.43281324],[3445.58968539],[3252.41780034],[2314.49745574],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393],[335.00636612],[525.08141346],[0.09245191],[0.05541826],[0.26946735]
843,70,62.28722491516128,45.99085587858819,1284.3725195489849,2523.598657268906,[167.53495752],10435.28757999945,0.5089448418628345,-4.902778792556751,[3578.97495269],[3488.23423843],[3594.69783663],[3467.13685916],[3271.27931217],[2324.292345],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393],[335.00636612],[525.08141346],[0.09155252],[0.05505701],[0.26773865]
853,70,61.598340992347744,45.99085587858819,1298.7362761918907,2547.3875637276547,[175.61046983],10817.31360252187,0.5098306573701797,-4.853816736754775,[3602.76385915],[3510.76034966],[3617.96144022],[3488.68842923],[3290.15211397],[2334.00049793],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393],[335.00636612],[525.08141346],[0.09067142],[0.05469961],[0.26602886]
863,70,60.9292374908086,45.99085587858819,1312.998542154221,2571.1529171877946,[183.78794089],11198.059098309517,0.510665286913513,-4.806866557710937,[3626.52921261],[3533.26858384],[3641.22863573],[3510.24903002],[3309.04031874],[2343.62612195],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393],[335.00636612],[525.08141346],[0.0898078],[0.05434597],[0.26433738]
873,70,60.278853542648825,45.99085587858819,1327.1652544519275,2594.9013382201806,[192.06720327],11577.590816260543,0.5114511426327362,-4.76177126818217,[3650.27763364],[3555.76519465],[3664.50398955],[3531.8228819],[3327.94767703],[2353.17311153],[125.72676978],[127.92259987],[878.59268393],[881.14126943],[1049.97674402],[1055.37629542],[1267.60393209],[1170.13700633],[1170.13700633],[878.59268393],[878.59268393],[335.00636612],[525.08141346],[0.0889609],[0.05399598],[0.26266369]
